year,ARE,SGP,USA,MWI,ARG,TUR,KEN,KOR,MUS,HUN,NOR,OMN,KWT,GHA,BRA,JOR,EGY,DNK,AUS,NGA,ESP,MYS,IND,QAT,CZE,GBR,THA,UGA,ZAF,SAU,LBN,ZMB,IRQ,YEM,RUS,SYC,ITA,URY,SYR,JPN,FRA,NZL
1913,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6222.0,21497.0
1912,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6229.0,21497.0
1911,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6235.0,21497.0
1910,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6241.0,21497.0
1909,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6267.0,21497.0
1908,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6294.0,21497.0
1907,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6320.0,21497.0
1906,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6347.0,21497.0
1905,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6373.0,21497.0
1904,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6399.0,21497.0
1903,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6426.0,21497.0
1902,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6452.0,21497.0
1901,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6479.0,21497.0
1900,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1899,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1898,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1897,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1896,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1895,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1894,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1893,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1892,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1891,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1890,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1889,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1888,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1887,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1877,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1875,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1870,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1867,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1857,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1847,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1837,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1827,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1817,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
1807,77147.0,5885.0,11695.0,412.0,14638.0,8776.0,1411.0,2216.0,2378.0,2694.0,18555.0,47.0,71661.0,1880.0,10180.0,6344.0,4825.0,16793.0,19641.0,1997.0,5706.0,1747.0,470.0,14762.0,11601.0,37633.0,4057.0,777.0,5160.0,30596.0,11116.0,1637.0,5080.0,4289.0,4588.0,4005.0,23288.0,15378.0,7669.0,3200.0,6505.0,21497.0
