,year,AFG,AGO,ALB,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGR,BHR,BIH,BLR,BLZ,BRA,BRB,BRN,BTN,BWA,BGD,BOL,MMR,CAN,CHE,CHL,CHN,CMR,COL,CPV,CUB,CYP,CAF,COM,CRI,CZE,CIV,DEU,DJI,DMA,DNK,DZA,COD,DOM,ECU,EGY,ERI,ESP,EST,ETH,SLV,FIN,FJI,FRA,GAB,GEO,GHA,GIN,GNB,GNQ,GRC,GUY,GTM,HKG,HRV,HTI,HND,HUN,IDN,IND,IRL,IRQ,ISL,ISR,ITA,IRN,JOR,JPN,JAM,KAZ,KEN,KHM,KIR,KWT,XKX,KGZ,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,Laos,MAR,MDG,MDV,MEX,MLI,MLT,MNE,MNG,MRT,MUS,MWI,MAC,MKD,MYS,FSM,MDA,MOZ,NAM,NGA,NOR,NPL,NZL,NLD,NIC,NER,PRK,OMN,PER,PNG,POL,PRT,PAK,PAN,PRY,PHL,QAT,ROU,RWA,COG,RUS,SAU,SEN,SGP,SLB,SLE,SOM,SUR,SVK,SVN,SWE,SWZ,SYC,Serbia ,KOR,SDN,SYR,STP,TCD,TGO,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,THA,BHS,GMB,UGA,UKR,UZB,ARE,GBR,USA,URY,VCT,VUT,VEN,VNM,WSM,YEM,ZAF,ZMB,ZWE
0,1995,,30.0,10.0,50.0,,70.0,90.0,,,,,,30.0,70.0,,10.0,50.0,50.0,,,,50.0,10.0,10.0,,90.0,,50.0,30.0,10.0,10.0,,10.0,,,,50.0,50.0,30.0,90.0,,,,50.0,10.0,30.0,10.0,30.0,,50.0,50.0,30.0,50.0,,30.0,90.0,50.0,,70.0,10.0,,,50.0,10.0,50.0,90.0,,10.0,30.0,50.0,10.0,10.0,50.0,,,30.0,70.0,,30.0,90.0,50.0,,50.0,,,,,,,,,,,30.0,,,,,,50.0,10.0,,50.0,10.0,10.0,,50.0,,,30.0,,,70.0,,10.0,10.0,,50.0,,,,,10.0,,10.0,70.0,10.0,,50.0,70.0,10.0,50.0,10.0,10.0,,10.0,,,10.0,,,90.0,,10.0,,,50.0,,90.0,50.0,,,70.0,30.0,,,,,,,,,,50.0,10.0,90.0,30.0,70.0,70.0,,30.0,10.0,,,90.0,90.0,50.0,,,10.0,10.0,,10.0,50.0,30.0,30.0
1,1996,,10.0,10.0,70.0,50.0,70.0,90.0,10.0,,90.0,50.0,10.0,30.0,70.0,,10.0,50.0,30.0,30.0,,,70.0,10.0,30.0,10.0,90.0,90.0,50.0,30.0,10.0,10.0,30.0,10.0,50.0,,,50.0,50.0,30.0,90.0,,,90.0,50.0,10.0,30.0,30.0,50.0,,50.0,50.0,30.0,50.0,90.0,30.0,90.0,50.0,10.0,70.0,10.0,,,50.0,30.0,50.0,90.0,30.0,10.0,30.0,50.0,10.0,10.0,50.0,10.0,,30.0,90.0,10.0,30.0,90.0,50.0,,50.0,,,70.0,,,10.0,,10.0,,,30.0,30.0,30.0,90.0,50.0,10.0,50.0,30.0,,50.0,10.0,10.0,,50.0,30.0,,30.0,,,70.0,,30.0,10.0,,50.0,90.0,10.0,90.0,90.0,10.0,10.0,10.0,70.0,30.0,50.0,70.0,70.0,30.0,50.0,10.0,30.0,,30.0,,10.0,30.0,70.0,50.0,90.0,,10.0,,10.0,50.0,30.0,90.0,30.0,,,70.0,30.0,10.0,,,,,,,,50.0,50.0,10.0,90.0,30.0,70.0,70.0,,30.0,30.0,,90.0,90.0,90.0,50.0,,,10.0,10.0,70.0,10.0,50.0,50.0,30.0
2,1997,,10.0,10.0,52.0,30.0,88.0,71.0,10.0,10.0,69.0,50.0,10.0,30.0,70.0,,10.0,50.0,27.0,50.0,,,50.0,10.0,30.0,10.0,89.0,88.0,79.0,22.0,10.0,34.0,30.0,10.0,50.0,,,50.0,50.0,30.0,81.0,30.0,,93.0,50.0,10.0,30.0,30.0,50.0,,44.0,50.0,30.0,50.0,91.0,30.0,70.0,50.0,10.0,50.0,10.0,,,40.0,30.0,50.0,71.0,50.0,10.0,30.0,41.0,19.0,28.0,84.0,10.0,90.0,30.0,30.0,10.0,30.0,67.0,50.0,,50.0,30.0,,70.0,,,10.0,,10.0,,,50.0,30.0,30.0,90.0,30.0,10.0,50.0,30.0,,32.0,10.0,30.0,,50.0,30.0,,30.0,,,53.0,,30.0,10.0,50.0,50.0,86.0,10.0,96.0,87.0,10.0,10.0,10.0,70.0,30.0,50.0,70.0,56.0,23.0,50.0,10.0,28.0,,30.0,10.0,10.0,30.0,70.0,50.0,93.0,,10.0,,10.0,50.0,50.0,89.0,30.0,,,43.0,30.0,10.0,,10.0,,,,,,50.0,50.0,41.0,51.0,30.0,28.0,70.0,10.0,30.0,30.0,,90.0,90.0,78.0,50.0,,,27.0,10.0,70.0,10.0,56.0,50.0,30.0
3,1998,,10.0,10.0,34.0,30.0,86.0,76.0,30.0,10.0,68.0,50.0,10.0,30.0,70.0,10.0,10.0,50.0,30.0,50.0,,,30.0,23.0,34.0,10.0,90.0,88.0,68.0,24.0,25.0,27.0,30.0,10.0,50.0,,,50.0,54.0,30.0,83.0,30.0,,93.0,50.0,10.0,30.0,32.0,28.0,,43.0,70.0,30.0,50.0,91.0,30.0,70.0,50.0,10.0,50.0,30.0,,,50.0,30.0,50.0,70.0,50.0,10.0,30.0,49.0,27.0,26.0,85.0,10.0,90.0,77.0,34.0,10.0,49.0,71.0,50.0,10.0,22.0,30.0,,70.0,,30.0,10.0,,10.0,,,50.0,30.0,30.0,90.0,30.0,10.0,50.0,30.0,,33.0,10.0,30.0,,50.0,30.0,,30.0,,,53.0,,30.0,10.0,50.0,7.0,89.0,10.0,94.0,87.0,10.0,10.0,10.0,70.0,30.0,50.0,56.0,65.0,10.0,50.0,10.0,27.0,,50.0,10.0,10.0,26.0,70.0,50.0,88.0,,10.0,,10.0,50.0,50.0,91.0,30.0,,,50.0,30.0,10.0,,10.0,,10.0,10.0,,,50.0,50.0,35.0,50.0,30.0,33.0,70.0,10.0,27.0,30.0,10.0,90.0,90.0,77.0,50.0,,,25.0,10.0,70.0,10.0,57.0,50.0,30.0
4,1999,,10.0,10.0,28.0,30.0,89.0,76.0,30.0,10.0,53.0,30.0,10.0,30.0,70.0,10.0,10.0,50.0,36.0,50.0,,,30.0,23.0,21.0,10.0,91.0,86.0,61.0,29.0,25.0,22.0,30.0,10.0,50.0,,,65.0,52.0,30.0,82.0,30.0,,99.0,50.0,10.0,30.0,32.0,28.0,,59.0,70.0,30.0,50.0,95.0,30.0,67.0,50.0,10.0,50.0,30.0,10.0,10.0,54.0,30.0,50.0,73.0,50.0,10.0,30.0,52.0,27.0,28.0,83.0,10.0,90.0,80.0,50.0,10.0,49.0,66.0,50.0,10.0,22.0,30.0,,70.0,,30.0,10.0,,10.0,,,50.0,30.0,30.0,86.0,30.0,10.0,50.0,30.0,,27.0,10.0,30.0,,50.0,30.0,50.0,30.0,,,50.0,,30.0,10.0,50.0,18.0,89.0,10.0,92.0,90.0,10.0,10.0,10.0,70.0,30.0,50.0,51.0,70.0,25.0,50.0,10.0,31.0,90.0,34.0,10.0,10.0,23.0,70.0,50.0,87.0,,10.0,,10.0,50.0,50.0,94.0,30.0,,,43.0,30.0,10.0,,10.0,10.0,10.0,10.0,,,50.0,50.0,32.0,50.0,30.0,31.0,70.0,10.0,27.0,30.0,10.0,90.0,82.0,76.0,41.0,,,28.0,28.0,70.0,10.0,50.0,50.0,30.0
5,2000,,10.0,10.0,30.0,30.0,87.0,75.0,30.0,10.0,54.0,30.0,10.0,29.0,70.0,10.0,39.0,50.0,40.0,70.0,,,61.0,23.0,28.0,10.0,92.0,89.0,68.0,35.0,14.0,22.0,30.0,10.0,50.0,,,56.0,48.0,31.0,79.0,30.0,,100.0,50.0,10.0,30.0,23.0,29.0,,61.0,57.0,30.0,36.0,96.0,30.0,67.0,50.0,10.0,33.0,30.0,10.0,10.0,49.0,30.0,31.0,78.0,50.0,10.0,17.0,50.0,20.0,29.0,82.0,10.0,93.0,71.0,46.0,10.0,47.0,58.0,38.0,10.0,25.0,30.0,,70.0,,30.0,10.0,,10.0,,,50.0,30.0,30.0,87.0,27.0,10.0,37.0,30.0,,33.0,10.0,30.0,,50.0,30.0,50.0,41.0,,,53.0,,30.0,10.0,53.0,19.0,90.0,10.0,94.0,90.0,30.0,10.0,10.0,70.0,45.0,50.0,46.0,65.0,27.0,50.0,15.0,33.0,90.0,30.0,10.0,10.0,24.0,70.0,33.0,91.0,,10.0,,10.0,39.0,50.0,95.0,30.0,,,42.0,30.0,10.0,,10.0,10.0,10.0,10.0,,,50.0,50.0,34.0,53.0,19.0,30.0,70.0,10.0,26.0,28.0,10.0,90.0,87.0,75.0,43.0,,,23.0,25.0,70.0,10.0,52.0,35.0,42.0
6,2001,,,23.0,30.0,30.0,87.0,76.0,17.0,,53.0,30.0,10.0,33.0,70.0,10.0,34.0,50.0,41.0,70.0,,,61.0,23.0,25.0,10.0,92.0,89.0,69.0,34.0,15.0,29.0,30.0,10.0,50.0,,,51.0,46.0,26.0,80.0,30.0,,100.0,50.0,,30.0,24.0,33.0,,66.0,57.0,30.0,39.0,98.0,30.0,66.0,50.0,23.0,33.0,30.0,10.0,10.0,49.0,30.0,32.0,77.0,27.0,10.0,18.0,52.0,17.0,29.0,77.0,10.0,92.0,68.0,47.0,10.0,44.0,60.0,38.0,23.0,20.0,30.0,,70.0,,22.0,10.0,,10.0,,,50.0,30.0,38.0,88.0,34.0,10.0,41.0,30.0,,34.0,10.0,30.0,,43.0,30.0,49.0,41.0,,,51.0,,26.0,35.0,53.0,16.0,89.0,10.0,94.0,90.0,31.0,10.0,10.0,70.0,46.0,50.0,42.0,67.0,22.0,50.0,20.0,36.0,70.0,33.0,10.0,10.0,24.0,70.0,34.0,91.0,,,,10.0,37.0,60.0,94.0,30.0,,,38.0,,10.0,,10.0,10.0,10.0,10.0,,,50.0,50.0,36.0,56.0,19.0,32.0,70.0,10.0,22.0,26.0,18.0,90.0,86.0,75.0,44.0,,,26.0,26.0,70.0,10.0,50.0,35.0,41.0
7,2002,,,10.0,35.0,25.0,83.0,77.0,15.0,,61.0,30.0,30.0,35.0,70.0,10.0,41.0,50.0,39.0,70.0,,,60.0,23.0,27.0,10.0,92.0,86.0,74.0,31.0,20.0,32.0,30.0,10.0,70.0,30.0,,54.0,43.0,27.0,76.0,30.0,,98.0,50.0,,30.0,26.0,31.0,,70.0,57.0,32.0,41.0,100.0,30.0,67.0,50.0,23.0,35.0,25.0,10.0,10.0,49.0,30.0,32.0,77.0,37.0,10.0,18.0,52.0,17.0,28.0,72.0,10.0,91.0,66.0,46.0,10.0,46.0,64.0,38.0,30.0,21.0,30.0,,70.0,,22.0,10.0,,10.0,,,50.0,30.0,41.0,86.0,34.0,10.0,47.0,30.0,,33.0,10.0,30.0,10.0,43.0,30.0,47.0,41.0,,33.0,48.0,,26.0,22.0,54.0,12.0,91.0,10.0,94.0,89.0,31.0,10.0,10.0,70.0,44.0,,41.0,64.0,22.0,50.0,20.0,28.0,70.0,29.0,10.0,10.0,21.0,70.0,35.0,91.0,,,,10.0,35.0,55.0,94.0,30.0,,10.0,40.0,,10.0,,10.0,10.0,10.0,10.0,,,53.0,52.0,38.0,55.0,25.0,32.0,70.0,10.0,23.0,15.0,24.0,90.0,87.0,78.0,44.0,,,27.0,25.0,,10.0,50.0,34.0,30.0
8,2003,,,10.0,35.0,25.0,85.0,78.0,20.0,,66.0,30.0,30.0,39.0,70.0,10.0,41.0,50.0,40.0,70.0,,,60.0,4.0,20.0,10.0,89.0,84.0,75.0,35.0,20.0,38.0,30.0,10.0,70.0,30.0,,45.0,39.0,24.0,74.0,30.0,,95.0,50.0,,31.0,23.0,36.0,,70.0,56.0,32.0,36.0,99.0,30.0,67.0,50.0,23.0,34.0,25.0,10.0,10.0,42.0,30.0,29.0,79.0,39.0,10.0,27.0,53.0,19.0,27.0,75.0,,92.0,76.0,55.0,10.0,49.0,71.0,38.0,27.0,20.0,30.0,,70.0,,22.0,10.0,,10.0,,,50.0,30.0,48.0,87.0,34.0,10.0,47.0,30.0,,37.0,10.0,30.0,10.0,43.0,30.0,45.0,32.0,,33.0,50.0,,31.0,22.0,54.0,10.0,86.0,10.0,94.0,88.0,24.0,10.0,10.0,70.0,41.0,,41.0,63.0,23.0,37.0,20.0,29.0,70.0,28.0,10.0,10.0,23.0,50.0,29.0,92.0,,10.0,,10.0,37.0,52.0,90.0,30.0,,10.0,42.0,,10.0,,10.0,10.0,10.0,10.0,,,53.0,53.0,36.0,59.0,22.0,32.0,70.0,10.0,19.0,21.0,27.0,90.0,83.0,76.0,51.0,,,28.0,26.0,,10.0,48.0,26.0,29.0
9,2004,,,25.0,28.0,25.0,86.0,78.0,20.0,,71.0,30.0,30.0,40.0,70.0,10.0,48.0,50.0,40.0,70.0,,,64.0,12.0,22.0,10.0,90.0,85.0,75.0,35.0,22.0,36.0,30.0,10.0,70.0,30.0,,45.0,37.0,27.0,73.0,30.0,,95.0,50.0,,35.0,22.0,34.0,,71.0,56.0,35.0,34.0,97.0,30.0,63.0,30.0,24.0,39.0,25.0,10.0,10.0,42.0,30.0,25.0,82.0,38.0,22.0,27.0,49.0,19.0,27.0,69.0,,94.0,73.0,52.0,10.0,45.0,71.0,40.0,23.0,19.0,30.0,,70.0,,22.0,10.0,,10.0,,,37.0,30.0,48.0,90.0,37.0,10.0,37.0,17.0,,36.0,10.0,50.0,,43.0,30.0,45.0,29.0,,33.0,49.0,,21.0,22.0,57.0,16.0,85.0,10.0,95.0,90.0,25.0,10.0,10.0,70.0,40.0,,40.0,63.0,26.0,30.0,17.0,26.0,70.0,26.0,10.0,10.0,27.0,50.0,31.0,93.0,,10.0,,10.0,37.0,60.0,93.0,30.0,,,45.0,,10.0,,10.0,10.0,10.0,10.0,,,49.0,48.0,32.0,56.0,27.0,32.0,70.0,10.0,21.0,24.0,29.0,70.0,87.0,77.0,51.0,,,25.0,24.0,,10.0,48.0,26.0,27.0
