,year,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
10,1970,,157.187422389233,,,3238.5568497732897,,1317.4877550266901,,,,3302.52957324747,2058.76907922607,,70.2431270893069,2780.6961867832697,114.556596466987,81.4998986817011,138.247964677775,,,3179.2762715531703,,,435.690469415558,3387.27272727273,225.748298556147,444.026267601819,,1381.9721669313199,,138.363325979259,103.40986702710899,4121.9328092488895,,,954.249117329999,113.16299155468599,277.637032356666,177.706360871479,243.76315730785998,201.4641575972,326.290299976627,,,532.6671367695469,653.232914785024,,,,2750.7197423550397,,,3464.45699527623,329.860647543011,334.259527686164,471.38599301393504,219.209952402701,,1208.99666177967,,,2467.4763465361602,422.413510435661,2862.4692677334697,,,548.708013449813,2347.54431773747,,257.651851638703,,116.92061381308999,110.60776683729901,216.40516311250198,1494.38785525349,,1498.27643678161,338.682043021158,,379.89372054688795,960.031961510704,266.135720383015,,,,84.8434191958277,,111.257570649242,1488.2946985407,384.942179433737,330.88520172465303,2597.3872718912803,2369.0876485093,2099.9142912226803,749.061695219713,372.093731102268,2027.0658807455,,142.497089288496,,102.704327202559,279.324700939733,363.15027291968397,279.125197454549,3848.5697388681897,,,228.092541698758,,,4236.93066849034,183.92723582258802,66.539494920377,,4449.5403867819205,,,246.08804282104302,12479.7252607401,,169.070560104901,,683.1021901057929,,,60.47565000133739,828.421680335959,,,,,,182.214984671331,,63.1079718012684,357.661864302881,,3203.71144556442,144.09037735900299,224.10745503003398,,2889.71479887468,3306.2194760776897,72.1770656120715,,,354.07720920894997,172.61073915772099,889.230098881129,557.0935265211959,186.768759913494,,255.396701128247,,1852.35467255335,934.1739800078219,221.800560854183,,2299.0723491307,2755.73261675495,,,58.569078350722506,921.345944098883,175.001442391897,240.71208725375098,925.287389444613,,161.355342767598,308.815772795852,,,,,,665.68266477767,,,4669.43867205361,251.58281656534598,343.881182120846,337.039583863198,128.793859120627,120.053880870366,192.12566497038998,,,,,868.7696420586619,284.412091628008,489.930775037911,,,133.397787016205,,760.585982075451,5246.88371730098,,203.975589262813,1108.82124299557,3450.1228810889197,,,,,,806.413063053364,437.30646869944,364.054360271566
11,1971,,160.372835554154,,,3498.1736515232,,1366.35472649443,,,,3492.5493708481,2380.97844333246,,72.12955294125129,3099.43015794539,112.570089087637,84.2878150139644,131.755763179652,,,3297.9989992120195,,,474.444216207405,3866.3003663003706,238.11170031297002,503.478766140281,,1455.30833622064,,176.66379699286998,108.039785716574,4586.25584803149,,,1116.8705659888499,118.65457778534599,289.109425643997,184.23978146618902,272.081266475747,229.004814529032,345.851132692933,,,567.41234659972,779.5590533036169,,,,3180.0559270296303,,,3845.49615869923,359.82703081807097,339.384049071749,440.757399263268,230.48589144542302,,1358.4657467582301,,,2718.20755188138,466.04375785837004,3173.8400260794,,,634.3151226354599,2649.8015138722303,,273.822796409195,,121.09807814743999,108.143763552876,215.294248462863,1652.3265992595002,,1876.5032387468698,343.362488928255,,395.202918938914,1106.46971695915,261.246370337279,,,,84.2731829548106,,117.360738102758,1705.97259689756,468.96198499178496,376.88992716228597,3278.6487716787897,2186.0540892799,2298.00453915893,808.746099785356,375.423177156421,2260.37594668649,,152.553219254169,,135.884775633632,293.67866369308,441.055094961327,300.76483709829,4843.54883600235,,,234.866985101066,,,4827.79288281065,185.859583162175,72.53249116677308,,4591.74750313366,,,265.267153448753,13813.300504332099,,177.49840999611098,,729.7433200386521,,,71.1547032389973,874.066335595898,,,,,,191.935658516706,,77.27001036756141,383.674801250783,,3446.95279391748,149.54706273622102,160.253709018685,,3335.49361250066,3736.3487374999104,72.099166825518,,2773.32310731114,401.89778149944505,177.627177141277,974.9232781977009,604.8876420126401,201.03374884798,,276.82958391789504,,2044.3199055821601,1064.64277421658,240.22131971079202,,2594.7486014125197,3246.4168361970696,,,57.6352520983515,1177.65291157431,185.01116963142,241.114402178474,1070.82403348611,301.162869235602,152.797958275989,315.024623084347,,,,,,726.337343642234,,,5060.34273918223,297.566150357688,401.608039518793,394.14214812718694,134.689874917844,131.098735756183,194.25825348103402,,,,,937.668546010902,325.791171115969,455.10530414297097,,,145.856884562654,,996.092661283741,5623.44397840712,,219.28749108397,1225.1243385652099,3622.93302507859,,,,,,865.917224631812,390.712936465954,407.145749687687
12,1972,,136.117014381199,,,4217.17358114253,,1401.48779454318,,,,3946.5359848901294,2924.04887110057,,69.63919254698689,3852.14172933289,134.819407935009,99.32676402498659,93.0248701122493,,,3322.6682561192997,,,519.563507668109,4343.17343173432,267.686978918703,584.5506847713659,,1906.19298405412,,222.469449980088,121.199730381112,5141.61672495185,,,1194.63320926845,131.883561243868,322.347920517677,208.13147314537702,292.31400972179597,283.119039472747,374.62446682960297,,,635.963620595836,901.3717983801371,,,,3795.5660806001397,,,4654.305335928871,417.505788945813,439.731123857229,495.587254558634,238.971648989915,,1704.1673613594198,,,3180.00587263802,583.349930118831,3857.372789601721,,,702.156594555931,3030.43251411977,,232.53991353238098,,124.671618129917,118.279179181686,223.62458170688203,1899.6752725147,,2196.71171134534,353.660911338709,,395.29294683405504,1384.73843732271,278.615012666054,,,,96.7245280192872,,121.692288580487,2082.95689790061,570.369531596925,388.10454326484296,4047.61907935058,2786.37229987294,2662.3263507404,969.1036412202291,419.183904093567,2951.76087481801,,174.397614055443,,69.2519061760737,358.483396677794,517.638611999835,323.59615247860296,5208.49536503469,,,246.43187336774,,,5640.46431359638,196.422268288335,75.1768325287805,,5680.12989532948,,,302.598394367746,16733.6216056562,,193.128554834725,,814.3407663315961,,,79.1574879222282,975.7588008759551,,,,,,217.588040100595,,83.5587370697437,445.35118028824303,,4031.0160387404603,155.781776106676,209.237493566345,,4052.0660296161604,4413.57569168528,81.93164703269821,,3294.6489426830394,472.521601330039,151.766770239506,1040.78636227372,653.0061525074141,211.40103171490298,,322.875994154614,,2246.4767135113,1302.39433356659,268.525919538998,,2754.86988110419,3909.01941808628,,,61.866565839968096,1511.4666427927,194.737835034215,282.938340338329,1263.65933411038,235.26757002189498,166.027807036219,327.224903811073,,,,,,774.525751096078,,,5942.148770526121,310.741061481714,546.95106128538,449.94392940759,153.449997476765,149.350562913272,209.35655647493599,,,,,1118.3392094323801,423.159947831673,558.421563984708,,,149.33318903120002,,775.993385424595,6109.92586804894,,298.340838949942,1295.9705929735699,4023.8996842201796,,,,,,884.463141591796,427.462901413632,483.704903688198
13,1973,,144.110318929266,,,5342.168560442079,,2083.97221812887,,,,4766.9798881365605,3890.7224564763396,,85.04700014591229,4927.1959234948,161.987373671434,113.780584338816,117.72581488208,,,3696.6631402627204,,,605.933440702651,5009.2936802974,263.21061203691,772.818791304736,,2915.26658305919,,317.664640275834,140.013073535533,5870.60056368405,,,1667.56826867523,157.090374298657,417.10655064178496,249.09025407419603,362.86378989989504,362.270277926427,435.732888019085,,,766.088712440425,1088.45390699409,,,,5027.66030875905,,,6119.37265801991,479.544041480449,551.434441695138,588.597246538126,256.527640284751,,2241.4488465270497,,,4176.27276078757,768.738455488428,4965.854768826311,,,1157.1508180532699,3426.2762205037798,,263.685963969709,,153.488377161709,118.176121658824,288.95786049382303,2502.81435849334,,2860.28057640115,420.86779817610903,,420.66158167188996,1893.18124189464,307.343143839294,,,,139.457830224074,,142.27008131285402,2427.17229889613,876.30924053118,468.842110341913,5481.73028543945,3453.85906040268,3194.6792805914697,969.094194941521,485.036974104198,3977.2510863957395,,199.694493130631,,94.38327605053841,591.57260140626,545.9883197202549,405.88292655518796,5952.8617957242395,,,252.05900878631098,,,7354.1023679927,216.99412326526402,110.241719191952,,7709.729386876071,,,364.622368608659,21422.8411604046,,231.436185504826,,964.9220948102361,,,90.10019366619629,1143.6202030952802,,,,,,266.16061452669896,,88.91075416025959,661.019269773786,,4220.19350048583,193.06078062077702,252.250242268737,,5277.350026003121,5689.588806696701,76.15393651505201,,4323.19653458655,598.561733818256,100.30028837989,1157.59047600614,760.980741972565,258.362743230713,,475.93594645800795,,2432.4142190492803,1748.1614171427698,334.4594310244,,3524.5848429703206,5581.26256171172,,,70.8735755066269,2226.27042663656,234.010498346486,315.56032693292804,1684.3410852713198,308.181862422079,200.866850780416,364.37653016188904,,,,,,828.844775535912,,,7198.27165659338,456.06207092444,648.5319240549981,460.29506799744905,165.62447099112302,176.473739782643,269.851774746843,,,,,1331.986683143,505.20039410563,686.490634373203,,,165.995494962561,,1404.74198739315,6741.332364363951,,322.565668508255,1540.42310856088,4179.693536691189,,,,,,1179.79501908466,490.06638129812103,577.846721624629
14,1974,,174.94203831954,,,6319.73903384837,,2824.6509151884397,,,,6478.64251265606,4630.7572070671,,95.413951050892,5764.48988319245,174.014149085561,124.359030451525,179.04506497598098,,,3416.55006239904,,,786.069092043881,5853.932584269661,428.43286379872495,1000.63425269098,,6921.4364456066005,,384.418754568179,142.442762269099,7043.47435083838,,,1578.8755981788502,160.140093727686,486.917074680952,310.91142665372297,430.72543154265406,379.444110841937,510.988881893398,,,814.705244526423,1224.4230388920698,,,,5617.7417209410305,,,6770.73392957193,582.850032264343,813.0499026702071,970.7354294641921,235.247681863156,,2742.4555845631603,,,5301.54277799545,987.976170176364,5317.619510219771,,,2425.3584190635697,3665.8627976419,,301.366798722871,,189.50595329472,128.455648905147,349.48320766135805,2828.7484321973498,,3432.70603291276,504.330462406362,,588.13621991354,2144.6077129514397,338.15433435732996,,,,215.529405550364,,161.763010637255,2519.94169519675,1453.77898955368,1018.0739128135699,7098.02833426992,4836.91145987563,3609.20119743019,1188.7166329689599,597.2837671606981,4331.40090491932,,228.75841815581,,78.1318239007355,1574.79173174353,710.898836205865,561.567186843879,13478.768945348798,,,308.403928681809,,,8441.04784221178,264.74523571313205,134.222128698862,,9282.80810887343,,,438.916408544994,22707.456038027798,,261.03534138606005,,1218.12058121324,,,84.5976489245494,1245.36122490143,,,,,,321.332170128906,,106.710652021437,799.9231515445099,,4865.65037488923,203.57213672924098,402.873479672613,,6358.77238358316,6811.527336532321,93.3984519939748,,4610.570426340129,1954.89243574547,135.23844258701598,1287.91175160216,934.307946213381,343.241677610892,,523.632697091983,,2614.50094053038,2000.61478768243,440.465889276033,,4390.50950842774,15623.5571451676,,,72.9768373617611,6433.03713161594,291.745420469913,345.304780346171,2339.57028701899,453.70270421914597,221.55345265597697,410.951638658188,,,,,,1009.58917992106,,,7975.85051569152,527.0302487544039,744.50694190617,708.4212255517231,163.153103695311,237.814016246548,332.117174804359,,,,,2048.06755651121,641.593084566015,927.800110414548,,,199.37338858882802,,1448.3391453862198,7242.44110467889,,348.153877190726,2230.6889441090602,4396.2152966945005,,,,,,1442.2823861029199,651.093535420865,672.555266956632
15,1975,,187.975604013726,,,7169.101005595559,26556.080029911,2011.6890403248801,,,,6998.239868807111,5285.62072414121,,114.66358563208,6737.24825069324,207.30043974547297,152.728220114244,272.745197807152,,,3156.46805942334,,,885.984529060044,6509.43396226415,480.05076424995,1149.5861205932301,,7226.43087291553,,430.074123066337,187.699648981911,7489.9405311582705,,,730.409900666526,178.34181960809602,589.207076749141,369.13469453220705,447.000286452698,482.442681606314,529.0886693566,,,934.8988849458381,1380.2506010952302,,976.3342447693401,,6212.76312670789,,,7999.111531768321,698.902044394735,931.1055173289999,1106.5184783290101,291.876405135203,,3201.11920134726,,,6260.19127850933,1186.7398794869,6672.511388164289,,,3320.82469356938,4299.74561799284,,285.82952471667403,,221.049997359076,139.999923130476,401.52780739888,3153.2353057471696,,4257.949711754,566.685442716882,,663.4010019114891,2252.11188136859,356.456379601942,,,,248.12307679884998,,156.380095050012,2976.9609674275503,1581.89263615434,1151.81772868642,6506.8667729308,4443.94597202123,4093.44660431927,1410.64215225502,660.733679004578,4635.12430357985,,241.672321211888,,,998.419710195089,753.547188082464,615.201418511544,11731.5533356704,,,355.412110549269,,,10514.9999648839,275.627318757405,129.980848714594,,9008.027890446128,,,502.544832943967,28254.2760735621,,302.14946762832903,,1445.7124320005898,,,128.151031964373,1560.11215357522,,,,,,358.18584281446897,,115.859228774012,764.555063200847,,6163.38011948249,202.262132899463,438.33626144187303,,7241.886068369829,8204.45151152979,118.250881669921,,4171.76973967475,2377.09138018703,169.791235727325,1395.4258095753798,1108.1564362718,360.67137823961303,,471.34039185353697,,2738.24315297261,2127.8470090269698,484.381157168963,,5284.98729060238,15283.3658736127,,,131.188627296722,6296.30343353271,344.204806655954,452.927873342141,2489.7846193751,385.727708023452,226.90849624949402,454.27576687301496,,,,,,1282.21390085315,,,9974.65732087962,557.619970001092,806.23264447194,905.95008871154,211.50026940241798,256.10267535172994,351.54751685882997,,,,367.93975777743105,2414.92014063234,765.790158097852,1136.37669545234,,,217.929576051342,,1250.2008083174,7820.065471146859,,347.629087820878,2342.9093520822103,4231.40425892215,,,,,,1454.08033061963,527.4432637619819,714.805596390734
16,1976,,199.026172729051,,,7152.375133610509,29698.169222099303,1932.590782074,,,,7480.5215262660495,5678.386637822729,,119.90739092071999,7281.8177353643005,208.656153830514,155.64899796029601,138.592233931828,,,3328.63319198349,,,717.040182885396,7261.2781954887205,533.627553480942,1385.29852974104,,8459.32421441424,,433.65151406148595,218.750657598489,8783.721592041109,,,975.484364127321,165.40554037241998,673.4169910850981,401.14929193338503,409.54854376357,460.669584892363,605.819124823486,,,1121.33803853982,1444.80179812139,,1157.41164807939,,6609.75339228261,,,8787.580916774341,748.268731383941,1031.30313516839,1266.39072502235,333.270128896259,,3270.4057286651,,,6744.696981995749,1182.17662670009,6846.35219681131,,,4533.814379838111,4138.16778761535,,275.877895424483,,209.149116591679,143.32159546513398,411.005217959071,3390.5454835929604,,4844.67632927424,661.487898407295,,602.624847334773,2850.0146101832,414.621482560983,,,,296.106625120765,,159.407798449304,2923.0796684972197,2017.18427491874,1471.2113388779198,7645.182089794251,4295.74724030569,4019.79586113111,1443.25428383629,805.980814661709,5171.03649420484,,248.240042230368,,,734.401941863524,681.697977132714,830.6991850954421,12056.1517088533,,,356.799437899898,,,11389.027794894399,256.288215089994,125.159968769149,,9825.23826640452,,,523.837337002332,28810.8730139508,,280.679038856997,,1421.56764971814,,,142.37688543534202,1726.5594484530302,,,,,,383.46162622167196,779.907131896861,122.887971791885,886.215472772264,,5957.541116771889,199.537762361204,556.660775969909,,7824.532710865949,8927.20162734477,106.65745956890801,,4373.84099791231,2760.5266057846698,193.836082366121,1444.6965675348401,1019.6809672676801,402.663280570055,,511.221941163433,,2946.46195251152,2173.4981304415696,538.450683464174,,5434.48617673665,18893.102304410702,,,141.738612391062,8186.319711997459,415.363918147003,447.582737933144,2758.66454876854,414.170194909468,194.22272874107497,549.164759091204,,,,,,1398.86651686388,,,10715.0380863788,511.125173825261,814.4747379848441,979.327765672517,207.573638329707,251.323369337444,391.483010851696,,,,336.527404508418,2437.85997261443,779.676263997832,1275.95816118014,,,219.68911024070098,,1290.60456604185,8611.40183915427,,339.322657805285,2633.8633996077697,4575.42166670133,,,,,,1360.4449572284,534.4810763343061,684.554000285338
17,1977,,226.005343759305,,,7751.37021575891,33245.8360986374,2112.50117336788,,,1063.4201130804902,7769.5966799373,6810.6277286986,,143.28912783689,8472.0544682791,218.4543657692,176.78336766629502,128.809261111467,,,3617.2511934899603,,,858.828081086803,8370.78651685393,616.667074001523,1560.8630604471398,,9914.12381169411,,506.32375938774805,240.37358765572998,8892.76167988947,,,1296.89299864155,185.42283291367298,864.2870072052119,426.610301548145,509.09987920115304,453.728515358543,751.6257542041659,,,1391.6710699183402,1474.48163039134,,1476.2715427396697,,7653.88471144611,,495.43488537644697,9783.84085831334,847.6006330534849,1185.51063534845,1495.2531462252402,356.745931825514,,3617.7377589805797,,,7074.356529804971,1202.7117638458599,7513.344972988391,,,4138.85781449699,4681.43993173038,,312.999313184791,,250.253695245569,146.133616350474,421.55336766632996,3886.37425270915,792.76236895105,5713.954919049921,810.063888696738,,590.065370450038,3429.4202760725398,497.936805718146,,,,355.179197166209,,184.272874918187,3431.1775107132003,2315.38203622545,1592.02853936137,10038.5425255251,4806.44893440354,4588.41434458156,1561.95051137065,963.436771427761,6303.15649435419,,309.35353900985,,,682.064063310723,1016.79486595967,1050.8980028210099,12217.2224891393,,,391.17402087429804,,774.16930007087,12418.0145770778,287.56612939651,159.652648960968,,10855.9818571963,,,589.7001078701741,31432.869440466402,,294.933988153902,,1271.65528079217,,,156.40282702979,2037.8973369781197,,,,,,384.12786768923894,897.670413606894,143.276075080262,1027.2741976120099,,6158.94673921865,235.198802485102,536.115095628504,,9049.81248438315,10266.1206718698,99.2657037855103,,4950.58820538927,2803.38261487583,213.20455552409302,1489.89433535195,910.285327918156,450.124999550585,,539.785109008183,,3208.7713561412797,2267.59437176194,651.485190029396,,5712.0145423981,19828.550132153898,,,160.65241173261802,9012.6116342239,501.182939143125,447.204749921552,2845.8834485461302,447.95798369132797,220.676840115834,679.368258027088,,,,,,1775.41179305512,,,11287.1991292101,552.6956727219921,1044.35306798069,954.7632405209,219.87844029485902,308.681615044373,445.319495605834,,,,378.08724614746,3018.64242519836,863.7901651027929,1427.3732533521802,,,255.99377869478297,,1440.1525539485501,9471.306171931401,,505.41375895450204,2991.4953631680296,4954.7761338154405,,,,,,1472.96034140733,466.93725081714007,671.247911954257
18,1978,,249.287386261794,,,9129.7061851808,27897.3270935772,2129.31379311298,,,1198.5070827196198,8246.31784555217,8205.46892702823,,155.917661842898,10344.8471326448,263.581057550946,225.941652537233,172.414696039675,,,4130.75086967094,,,980.8225092649229,8876.86567164179,702.4289172792261,1737.3675521191199,,10711.8660443789,,636.466437683759,282.381226103551,9096.05872232533,,,1462.83516086168,156.396388520044,1041.47303777296,542.92457972661,616.021659902977,506.176071347919,877.796628322791,,,1554.70846632737,1837.50231940749,,1929.4036069205201,,9446.16678520783,,608.420710249863,11826.0035497522,861.2582950498751,1447.6180205344,1574.5597896978197,353.530090667341,,4344.6067061657595,,,7634.48240766645,1360.87026207505,9248.441631104399,,,3439.4259501344104,5976.93816899991,,353.708873099506,,302.619605838171,155.57087716425,,4694.63368334781,991.5728713568691,7235.54974098321,875.495024016766,,658.438565167992,3923.9437313275503,557.964696839655,,,,389.47802687759696,,203.558704556689,4405.25613708812,2168.1558707847603,1847.8965665761102,11328.467651845,4562.6653913598,5591.991427337329,1255.87426687886,1164.75238504152,8776.40845524074,,351.636742845061,,,784.052345128949,1123.38757996951,1398.47875560986,12626.992614416899,,,404.93322252684,,891.2935511594569,17503.3321341952,188.06255728209598,214.387669482572,,13493.852582520902,,,689.381855884491,38353.8059335114,,324.384495708828,,1552.3659383062698,,,178.98544216132598,2558.74025532938,,,,,,375.876375851299,1092.26774438015,163.43367471159098,1246.5358912024499,,6152.78252887561,313.916162001239,527.146642201378,,11036.707318043798,11462.6415912182,112.64076281385,,5936.985260364229,2653.2740024139302,243.46083700109799,1721.69422901914,757.7294724713361,506.085171712497,,623.336425886398,,3567.7526290007,2457.55496312373,780.107054579884,,7030.40784025693,21093.9514334248,,,188.54308838873797,9247.3616431461,427.17723809435205,487.497494111272,3193.33088170091,515.549740475742,299.36104923043996,708.0811931411231,,,,,,2034.82018608023,,,12442.575120178799,600.142672999611,1376.54657947859,1112.6125280161698,256.92143213116503,319.919953059503,528.506257830343,,,,454.965540827883,3379.45108349872,985.653498377541,1549.64612780186,,,204.789135158294,,1707.34190979015,10587.285756003299,,616.8805346869481,3196.11263662942,5346.66263590781,,,,,,1651.61257880039,511.388371600552,649.184297845411
19,1979,,277.900741665078,,,11820.8493928325,32798.4782338538,2501.4807528773604,,,1483.51597980311,9287.15862536434,9793.76530724628,,194.97538606952,11873.835404482099,327.821677993792,262.076009642159,196.442625605373,,,5532.150830938879,,,1074.27196489862,9613.38289962825,808.419120612455,1901.00132504395,,14941.0623988482,,850.348695778006,315.86261122785197,10012.4439669407,,,1964.85143242534,183.983152215978,1152.3335463685698,694.747076380768,587.190801815531,670.768403372483,1030.49768138754,,,1734.4360620089801,2003.05435224599,,2559.2596754658703,,11238.3406747631,,591.20849244306,13752.0064147251,968.792626266951,1771.965548606,1823.7229949127302,421.820167945047,,5754.542183422529,,,9339.17707570089,1640.67832899456,11170.4601663549,,,4258.76398755924,7804.76208051155,,381.036195831925,,353.946688745193,149.581778212559,,5705.94927419931,1154.41661063104,8480.69482681448,971.3565090495621,,683.333032744437,4569.45370724224,631.2619632065249,,,,379.90833998882994,,221.687947435252,5436.4649227727,2426.4543727010896,2852.39336027687,12743.834186530301,5680.19017432647,6967.227772992739,1137.07758660976,1422.70395851911,9058.24202161979,,398.036767205532,,,728.475121134018,1341.47931671921,1773.52684643992,19040.0424849006,,,445.605324046832,,1065.7452792030099,19773.6735172943,227.513749756247,227.266332473587,,15740.2874970898,,,808.541482539482,45838.162283149,,408.937427732993,,1987.0173168481601,,,229.340209555098,3195.55258574769,,,,,,432.087125068899,1280.39244554939,176.78088451845798,1576.0293690411902,,7561.19227612515,362.511899634972,661.984282596282,,12635.195728209399,13046.5372210653,127.087888960735,,6667.81647166217,3419.28138185866,260.799045060431,1918.0763688723498,943.142830339493,596.395274947601,,713.7768393103779,,4024.5094201928705,2755.89576978401,1013.1336615837699,,8248.912226183691,27436.1599997273,,,223.29502751546102,12185.653009808899,486.34413408855994,592.256512498909,3899.57415749844,678.655198823645,337.588038290956,769.472727531238,,,,,,2162.2367966862303,,,14667.403120102801,704.0187202072431,2030.1359034546697,1151.17540559969,227.184124723633,337.430144106397,589.750884021184,,,,483.93284953491303,4304.5342461013,1158.4119739855498,2079.2227839049397,,,175.63881199591702,,2479.67135550599,11695.554420030701,,713.8906553908059,3727.183121898621,6307.7678175977,,1059.32523836849,,,,1986.6688858867399,584.266804456767,747.9942904942219
20,1980,,274.880858701521,,,12377.4116456877,41825.995457574,2738.2847231849696,,,1789.58956778188,10201.978299827,10869.5464236099,,223.407226181457,12932.8605964577,378.043898303902,282.68573529959497,222.632350948637,2238.8029578657397,8537.92937933215,6338.61986793949,,,1350.97637959141,11218.2178159868,811.776895842258,1939.7908764714498,,25412.994952113702,331.531226881102,1059.6967003512,349.60991620537203,11135.437985484099,18832.1967194448,,2577.32357506363,194.80472218683602,1226.91273070293,782.1396717883321,546.142397661985,927.096255871296,1204.15516834541,401.21509316690003,496.22676417012605,2022.10973091263,2024.6600402932397,,4232.02293870659,,12092.3818542945,,784.714661284754,13883.8996463609,1141.45172137837,2189.7766795104603,2241.79000580815,519.567944327705,,6191.71494503494,,,11232.274564422,1893.04666537564,12712.601399471101,,,5869.27944913422,10032.062080015,,411.517916585065,,398.896549773698,138.169792154416,198.34673758445302,5893.66180979161,1246.0024093527802,9483.17307607343,1081.72504300498,,773.1816707748351,5700.41263435822,697.607540577323,,,,523.246753049773,,263.840719769486,6380.06947863501,2440.30564581101,3911.5430030315297,14942.8139956942,6228.61491166864,8429.02315340573,1238.7210868192901,1646.7320994931301,9416.63028046057,,446.57445432216304,,,652.447033879644,1567.1243796446302,1704.4697392984501,20868.7421570256,,,452.63208343527606,,1240.3177500095,20671.9985934182,267.668292352396,329.406493519386,,17113.842251689,,,1077.2429415710499,51528.547229729906,,463.731466023759,268.103520907538,2802.1105168497197,,,248.188933681431,3948.4031261497603,,,,,297.618882949593,462.191763962048,1176.4980536669802,200.8176854998,1774.73630961095,2404.41618925672,8443.107051813491,418.86206821735,873.960732031519,,13615.8370736975,15772.2409073814,130.579472478816,,7467.478058830709,5181.79928596988,303.448955667202,2332.02148209472,1044.63988840675,684.654382176202,,770.465671197748,,4502.8384279476,3368.6983695763,1287.42119897481,,8978.771875510409,34986.4578843518,,,244.083771585875,16892.3634017515,388.276319285883,626.408698665606,4926.9580225746295,731.614188195206,327.055457196499,780.220660405038,,,,,,2191.15324290129,,,16856.7610864306,898.285823025734,2329.35335798995,1462.63034143891,228.943436658043,417.668525846962,682.773455546258,,,,572.645902255842,5745.6807959891,1373.10066682634,1564.24897993025,,,99.1757466807548,,3485.52602966836,12597.6675101771,,819.2660398321809,4367.72615646579,7304.58870287848,,980.8978599259401,,,,2788.3993525782503,650.254787128368,932.259610740781
