Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-OR;1947;p0p100;642521.5;;616911.0;0.115778029;;;1.0;;;
;US-OR;1946;p0p100;624764.875;;553967.0;0.1041131839;;;1.0;;;
;US-OR;1945;p0p100;612737.4375;;518109.0;0.0924932137;;;1.0;;;
;US-OR;1944;p0p100;600448.375;;488183.0;0.0902230665;;;1.0;;;
;US-OR;1943;p0p100;587670.4375;;457853.0;0.0881233886;;;1.0;;;
;US-OR;1942;p0p100;574023.9375;;391607.0;0.0841214508;;;1.0;;;
;US-OR;1941;p0p100;562260.5625;;232991.0;0.0776699111;;;1.0;;;
;US-OR;1940;p0p100;551308.875;;124532.0;0.0728873089;;;1.0;;;
;US-OR;1939;p0p100;537853.0;;67057.0;0.0722233132;;;1.0;;;
;US-OR;1938;p0p100;525460.625;;54701.0;0.0731385574;;;1.0;;;
;US-OR;1937;p0p100;513558.46875;;52688.0;0.0745024458;;;1.0;;;
;US-OR;1936;p0p100;502812.40625;;38351.0;0.0718643889;;;1.0;;;
;US-OR;1935;p0p100;492171.0;;33885.0;0.0710029826;;;1.0;;;
;US-OR;1934;p0p100;481473.3125;;28017.0;0.0696032047;;;1.0;;;
;US-OR;1933;p0p100;471308.15625;;28521.0;0.0663639754;;;1.0;;;
;US-OR;1932;p0p100;461564.96875;;27930.0;0.0681944638;;;1.0;;;
;US-OR;1931;p0p100;451795.0;;21165.0;0.076970011;;;1.0;;;
;US-OR;1930;p0p100;441646.4375;;26913.0;0.0854135603;;;1.0;;;
;US-OR;1929;p0p100;433095.09375;;28796.0;0.0888322517;;;1.0;;;
;US-OR;1928;p0p100;424795.84375;;29333.0;0.0885895565;;;1.0;;;
;US-OR;1927;p0p100;415810.71875;;33903.0;0.089317672;;;1.0;;;
;US-OR;1926;p0p100;406342.5;;30955.0;0.0908953026;;;1.0;;;
;US-OR;1925;p0p100;397211.3125;;32542.0;0.0904098675;;;1.0;;;
;US-OR;1924;p0p100;387658.1875;;66669.0;0.0888322517;;;1.0;;;
;US-OR;1923;p0p100;376723.46875;;69123.0;0.0887715742;;;1.0;;;
;US-OR;1922;p0p100;366804.625;;61879.0;0.0862837657;;;1.0;;;
;US-OR;1921;p0p100;358283.65625;;62804.0;0.0928369835;;;1.0;;;
