Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-IN;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-IN;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-IN;2014;p0p100;3342841.5;;3078750.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-IN;2013;p0p100;3207299.75;;3047720.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-IN;2012;p0p100;3273433.75;6537334.0;3029600.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-IN;2011;p0p100;3241574.25;;3018318.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-IN;2010;p0p100;3168563.25;;2981543.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-IN;2009;p0p100;3138400.5;;2951362.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-IN;2008;p0p100;3115170.75;;3019320.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-IN;2007;p0p100;3075700.5;;3243323.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-IN;2006;p0p100;3077230.5;;2969013.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-IN;2005;p0p100;3043979.5;;2883701.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-IN;2004;p0p100;3029670.75;;2854911.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-IN;2003;p0p100;2972281.25;;2816535.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-IN;2002;p0p100;3026839.25;;2819025.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-IN;2001;p0p100;2962576.5;;2824241.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-IN;2000;p0p100;2896648.75;;2837446.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-IN;1999;p0p100;2824154.25;;2803511.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-IN;1998;p0p100;2815171.75;;2765157.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-IN;1997;p0p100;2808238.0;;2724201.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-IN;1996;p0p100;2784217.0;;2690910.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-IN;1995;p0p100;2755778.75;;2656785.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-IN;1994;p0p100;2756648.25;;2603399.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-IN;1993;p0p100;2723032.75;;2548815.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-IN;1992;p0p100;2702694.25;;2526136.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-IN;1991;p0p100;2677882.0;;2543694.0;0.6196454167;;;1.0;1.0;0.8222076297;
;US-IN;1990;p0p100;2629799.0;;2525554.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-IN;1989;p0p100;2627198.75;;2490485.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-IN;1988;p0p100;2610614.25;;2443546.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-IN;1987;p0p100;2549287.5;;2385246.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-IN;1986;p0p100;2539045.0;;2308198.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-IN;1985;p0p100;2494368.0;;2277174.0;0.5145182014;;;1.0;1.0;1.2409015894;
;US-IN;1984;p0p100;2451587.75;;2227423.75;0.4985733032;;;1.0;1.0;1.2306629419;
;US-IN;1983;p0p100;2410200.25;;2157581.0;0.4814707339;;;1.0;1.0;1.1731731892;
;US-IN;1982;p0p100;2386538.75;;2134086.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-IN;1981;p0p100;2414599.75;;2197447.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-IN;1980;p0p100;2392850.25;;2202492.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-IN;1979;p0p100;2351909.5;;2227638.0;0.3660068512;;;1.0;1.0;0.9860848188;
