Variable Name;.;.;.;Fiscal income  | tax unit | Average | Adults | constant 2015 local currency;Fiscal income  | individuals | Threshold | Adults | constant 2015 local currency;Fiscal income  | individuals | Total | All Ages | constant 2015 local currency;Fiscal income  | individuals | Share | Adults | share of total (ratio);Pre-tax national income  | individuals | Share | Adults | share of total (ratio)
Variable Category;.;.;.;Income inequality;Income inequality;Income inequality;Income inequality;Income inequality
Variable Description;.;.;.;Average Fiscal income within a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Fiscal income threshold value at a given percentile.  Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Total Fiscal income  within a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals of all ages.;Fiscal income share held by a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Pre-tax national income share held by a given percentile group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
Variable Decomposition;.;.;.;[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking]
Variable Unit;.;.;.;"TZS; Tanzanian shilling | local currency | market";"TZS; Tanzanian shilling | local currency | market";"TZS; Tanzanian shilling | local currency | market";share;share
Methodological Notes;.;.;.;Excludes capital gains.;Excludes capital gains.;Excludes capital gains.;Excludes capital gains.;Fiscal income rescaled to match the macroeconomic aggregates.
Sources;.;.;.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;WID.world computations using fiscal and net national income.
Variable Code;country;year;perc;afiinc992t;tfiinc992i;mfiinc999i;sfiinc992i;sptinc992i
;TZ;1960;p99.9p99.95;;59113900.0;;0.0234926399;0.0234926399
;TZ;1960;p99.9p99.99;;59113900.0;;0.0497332625;0.0497332625
;TZ;1960;p99.75p100;;;;0.1132883951;0.1132883951
;TZ;1960;p99.95p100;;76435824.0;;0.0418660901;0.0418660901
;TZ;1960;p99.995p100;;;;0.0103873471;0.0103873471
;TZ;1959;p0p100;1396753.5;;4.6005003223e+12;;
;TZ;1959;p99.9p100;;56113288.0;;0.0580314845;0.0580314845
;TZ;1959;p99.99p100;;125157248.0;;0.0138736693;0.0138736693
;TZ;1959;p99.95p99.99;;71305512.0;;0.0227596965;0.0227596965
;TZ;1959;p99.9p99.95;;56113288.0;;0.0213981159;0.0213981159
;TZ;1959;p99.9p99.99;;56113288.0;;0.0441578142;0.0441578142
;TZ;1959;p99.75p100;;;;0.104604274;0.104604274
;TZ;1959;p99.95p100;;71305512.0;;0.0366333649;0.0366333649
;TZ;1959;p99.995p100;;;;0.0089815287;0.0089815287
;TZ;1958;p0p100;1349917.25;;4.32895819776e+12;;
;TZ;1958;p99.9p100;;53369496.0;;0.0613491088;0.0613491088
;TZ;1958;p99.99p100;;119386384.0;;0.0138385352;0.0138385352
;TZ;1958;p99.95p99.99;;68931216.0;;0.0251436029;0.0251436029
;TZ;1958;p99.9p99.95;;53369496.0;;0.0223669708;0.0223669708
;TZ;1958;p99.9p99.99;;53369496.0;;0.0475105755;0.0475105755
;TZ;1958;p99.75p100;;;;0.1079540476;0.1079540476
;TZ;1958;p99.95p100;;68931216.0;;0.038982138;0.038982138
;TZ;1958;p99.995p100;;;;0.00896437;0.00896437
;TZ;1957;p0p100;1374248.875;;4.29228713574e+12;;
;TZ;1957;p99.9p100;;53427348.0;;0.0591622107;0.0591622107
;TZ;1957;p99.99p100;;115506848.0;;0.0127707915;0.0127707915
;TZ;1957;p99.95p99.99;;69261400.0;;0.0244272277;0.0244272277
;TZ;1957;p99.9p99.95;;53427348.0;;0.0219641905;0.0219641905
;TZ;1957;p99.9p99.99;;53427348.0;;0.0463914163;0.0463914163
;TZ;1957;p99.75p100;;;;0.1045742258;0.1045742258
;TZ;1957;p99.95p100;;69261400.0;;0.0371980183;0.0371980183
;TZ;1957;p99.995p100;;;;0.008122826;0.008122826
;TZ;1956;p0p100;1373275.5;;4.17961764454e+12;;
;TZ;1956;p99.9p100;;51948436.0;;0.0603250563;0.0603250563
;TZ;1956;p99.9p99.95;;51948436.0;;0.0213047415;0.0213047415
;TZ;1956;p99.75p100;;;;0.104184702;0.104184702
;TZ;1956;p99.95p100;;66931236.0;;0.0390203148;0.0390203148
;TZ;1955;p0p100;1302196.25;;3.86384029286e+12;;
;TZ;1955;p99.9p100;;51108112.0;;0.0641541854;0.0641541854
;TZ;1955;p99.9p99.95;;51108112.0;;0.0221112724;0.0221112724
;TZ;1955;p99.75p100;;;;0.1091600284;0.1091600284
;TZ;1955;p99.95p100;;65877832.0;;0.0420429111;0.0420429111
;TZ;1954;p0p100;1325954.75;;3.83147075174e+12;;
;TZ;1954;p99.9p100;;50363764.0;;0.0625021532;0.0625021532
;TZ;1954;p99.9p99.95;;50363764.0;;0.0213536769;0.0213536769
;TZ;1954;p99.75p100;;;;0.1061346456;0.1061346456
