Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-KS;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-KS;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-KS;2014;p0p100;1416151.125;;1336440.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-KS;2013;p0p100;1435984.75;;1325720.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-KS;2012;p0p100;1417467.875;2885905.0;1323740.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-KS;2011;p0p100;1423447.0;;1325121.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-KS;2010;p0p100;1399824.625;;1307115.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-KS;2009;p0p100;1374979.125;;1310164.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-KS;2008;p0p100;1345270.875;;1328944.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-KS;2007;p0p100;1350448.5;;1401460.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-KS;2006;p0p100;1316773.25;;1289274.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-KS;2005;p0p100;1296000.125;;1241568.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-KS;2004;p0p100;1301814.75;;1229497.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-KS;2003;p0p100;1289663.5;;1218580.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-KS;2002;p0p100;1305102.125;;1221254.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-KS;2001;p0p100;1262292.375;;1225868.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-KS;2000;p0p100;1227183.875;;1222579.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-KS;1999;p0p100;1230863.75;;1211713.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-KS;1998;p0p100;1216382.875;;1200088.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-KS;1997;p0p100;1184828.375;;1176500.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-KS;1996;p0p100;1162339.875;;1151260.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-KS;1995;p0p100;1172322.0;;1135303.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-KS;1994;p0p100;1138526.5;;1119072.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-KS;1993;p0p100;1149188.5;;1108625.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-KS;1992;p0p100;1142025.125;;1112620.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-KS;1991;p0p100;1130368.5;;1127922.0;0.6196454167;;;1.0;1.0;0.8222076297;
;US-KS;1990;p0p100;1108798.25;;1103989.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-KS;1989;p0p100;1130643.25;;1098337.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-KS;1988;p0p100;1126677.5;;1077030.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-KS;1987;p0p100;1100489.375;;1063352.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-KS;1986;p0p100;1093337.75;;1029405.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-KS;1985;p0p100;1074099.375;;1015569.0;0.5145182014;;;1.0;1.0;1.2409015894;
;US-KS;1984;p0p100;1055677.75;;993381.5625;0.4985733032;;;1.0;1.0;1.2306629419;
;US-KS;1983;p0p100;1037855.9375;;962233.1875;0.4814707339;;;1.0;1.0;1.1731731892;
;US-KS;1982;p0p100;1037684.5625;;967993.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-KS;1981;p0p100;1069056.625;;1003289.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-KS;1980;p0p100;1044550.875;;995792.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-KS;1979;p0p100;1038864.25;;993238.0;0.3660068512;;;1.0;1.0;0.9860848188;
