Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-HI;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-HI;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-HI;2014;p0p100;722063.8125;;681840.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-HI;2013;p0p100;734683.6875;;675280.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-HI;2012;p0p100;702824.4375;1392313.0;665320.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-HI;2011;p0p100;668948.375;;661948.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-HI;2010;p0p100;669904.75;;653371.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-HI;2009;p0p100;673721.75;;648846.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-HI;2008;p0p100;666182.125;;656452.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-HI;2007;p0p100;660424.625;;694035.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-HI;2006;p0p100;663829.0;;638212.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-HI;2005;p0p100;636397.875;;621014.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-HI;2004;p0p100;626032.8125;;606129.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-HI;2003;p0p100;595817.375;;591084.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-HI;2002;p0p100;591585.9375;;584605.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-HI;2001;p0p100;590568.125;;577693.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-HI;2000;p0p100;588844.0625;;572178.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-HI;1999;p0p100;570314.75;;558612.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-HI;1998;p0p100;566275.125;;553525.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-HI;1997;p0p100;563243.0;;552105.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-HI;1996;p0p100;554456.1875;;549619.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-HI;1995;p0p100;540503.375;;549519.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-HI;1994;p0p100;545338.0625;;554077.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-HI;1993;p0p100;532335.8125;;556041.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-HI;1992;p0p100;528727.875;;569334.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-HI;1991;p0p100;512735.65625;;567412.0;0.6196454167;;;1.0;1.0;0.8222076297;
;US-HI;1990;p0p100;505093.84375;;555488.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-HI;1989;p0p100;485366.625;;542943.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-HI;1988;p0p100;466176.4375;;520575.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-HI;1987;p0p100;449535.34375;;506302.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-HI;1986;p0p100;456908.40625;;485014.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-HI;1985;p0p100;448868.65625;;478495.0625;0.5145182014;;;1.0;1.0;1.2409015894;
;US-HI;1984;p0p100;441170.1875;;468041.21875;0.4985733032;;;1.0;1.0;1.2306629419;
;US-HI;1983;p0p100;433722.4375;;453365.34375;0.4814707339;;;1.0;1.0;1.1731731892;
;US-HI;1982;p0p100;409108.375;;426840.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-HI;1981;p0p100;433958.6875;;437977.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-HI;1980;p0p100;430197.65625;;424177.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-HI;1979;p0p100;377701.90625;;412922.0;0.3660068512;;;1.0;1.0;0.9860848188;
;US-HI;1978;p0p100;388949.78125;;403217.0;0.33810094;;;1.0;1.0;0.9547064304;
