Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;US-HI;1977;p0p100;368880.6875;;380937.0;0.315928787;;;1.0;1.0;0.9135241508;
;US-HI;1976;p0p100;350062.34375;;362956.0;0.2975162268;;;1.0;1.0;0.8714398146;
;US-HI;1975;p0p100;332415.40625;;358310.0;0.2820289731;;;1.0;1.0;0.8604028821;
;US-HI;1974;p0p100;315568.8125;;360986.0;0.2580621839;;;1.0;1.0;0.7967916131;
;US-HI;1973;p0p100;299814.96875;;345211.0;0.2368501127;;;1.0;1.0;0.7372254133;
;US-HI;1972;p0p100;284752.03125;;318023.0;0.2246379256;;;1.0;1.0;0.7126262784;
;US-HI;1971;p0p100;270149.96875;;308814.0;0.2153150141;;;1.0;1.0;0.6847807765;
;US-HI;1970;p0p100;255818.28125;;302426.0;0.2049063742;;;1.0;1.0;0.672759831;
;US-HI;1969;p0p100;249675.15625;;290251.0;0.1946323365;;;1.0;1.0;0.6523371339;
;US-HI;1968;p0p100;244128.359375;;273823.0;0.1855068803;;;1.0;1.0;0.6194906235;
;US-HI;1967;p0p100;238644.75;;263518.0;0.1779426634;;;1.0;1.0;0.6002780199;
;US-HI;1966;p0p100;233064.765625;;250678.0;0.1729178131;;;1.0;1.0;0.5991725326;
;US-HI;1965;p0p100;227455.484375;;257466.0;0.1681890637;;;1.0;1.0;0.5878564715;
;US-HI;1964;p0p100;221761.515625;;254499.0;0.165165171;;;1.0;1.0;0.6169885993;
;US-HI;1963;p0p100;215901.984375;;246368.0;0.1626706868;;;1.0;1.0;0.6245597005;
;US-HI;1962;p0p100;210083.84375;;243805.0;0.1608581692;;;1.0;1.0;0.5787657499;
;US-HI;1961;p0p100;204213.71875;;238993.0;0.1589020491;;;1.0;1.0;0.5063357949;
;US-HI;1960;p0p100;198261.40625;;233723.0;0.1571702808;;;1.0;1.0;0.6174277663;
;US-HI;1959;p0p100;194879.4375;;225050.0;0.1550257355;;;1.0;;0.6377097964;
;US-HI;1958;p0p100;191344.703125;;215402.0;0.152988866;;;1.0;;0.6633341312;
;US-HI;1957;p0p100;187831.609375;;212520.0;0.149516359;;;1.0;;0.7038274407;
;US-HI;1956;p0p100;184088.875;;207901.0;0.1444735378;;;1.0;;0.6517068744;
;US-HI;1955;p0p100;180439.171875;;205298.0;0.1396730095;;;1.0;;0.6540765762;
;US-HI;1954;p0p100;176838.46875;;196816.0;0.1376989633;;;1.0;;0.653101325;
;US-HI;1953;p0p100;173286.203125;;200739.0;0.136299178;;;1.0;;0.6625382304;
;US-HI;1952;p0p100;169942.765625;;198799.0;0.1345584542;;;1.0;;0.7204616666;
;US-HI;1951;p0p100;166536.125;;189836.0;0.1316781193;;;1.0;;;
;US-HI;1950;p0p100;163189.21875;;179871.0;0.1233422235;;;1.0;;;
;US-HI;1949;p0p100;160068.28125;;182803.0;0.122229591;;;1.0;;;
;US-HI;1948;p0p100;157470.359375;;182227.0;0.1222924143;;;1.0;;;
;US-HI;1947;p0p100;154889.1875;;206054.0;0.115778029;;;1.0;;;
;US-HI;1946;p0p100;152022.171875;;191218.0;0.1041131839;;;1.0;;;
;US-HI;1945;p0p100;150494.8125;;190431.0;0.0924932137;;;1.0;;;
;US-HI;1944;p0p100;148860.5625;;172862.0;0.0902230665;;;1.0;;;
;US-HI;1943;p0p100;147060.03125;;155522.0;0.0881233886;;;1.0;;;
;US-HI;1942;p0p100;144993.203125;;164368.0;0.0841214508;;;1.0;;;
;US-HI;1941;p0p100;143354.765625;;99238.0;0.0776699111;;;1.0;;;
;US-HI;1940;p0p100;141881.703125;;43004.0;0.0728873089;;;1.0;;;
;US-HI;1939;p0p100;140051.78125;;22928.0;0.0722233132;;;1.0;;;
;US-HI;1938;p0p100;138439.15625;;19115.0;0.0731385574;;;1.0;;;
;US-HI;1937;p0p100;136899.671875;;17617.0;0.0745024458;;;1.0;;;
;US-HI;1936;p0p100;135616.390625;;15440.0;0.0718643889;;;1.0;;;
;US-HI;1935;p0p100;134312.34375;;13598.0;0.0710029826;;;1.0;;;
;US-HI;1934;p0p100;132943.125;;11584.0;0.0696032047;;;1.0;;;
;US-HI;1933;p0p100;131671.671875;;11280.0;0.0663639754;;;1.0;;;
;US-HI;1932;p0p100;130470.992188;;12664.0;0.0681944638;;;1.0;;;
;US-HI;1931;p0p100;129215.984375;;7628.0;0.076970011;;;1.0;;;
;US-HI;1930;p0p100;127803.640625;;8115.0;0.0854135603;;;1.0;;;
;US-HI;1929;p0p100;126740.546875;;8460.0;0.0888322517;;;1.0;;;
;US-HI;1928;p0p100;125711.890625;;8047.0;0.0885895565;;;1.0;;;
;US-HI;1927;p0p100;124438.734375;;9252.0;0.089317672;;;1.0;;;
;US-HI;1926;p0p100;122974.742188;;9146.0;0.0908953026;;;1.0;;;
;US-HI;1925;p0p100;121565.140625;;9306.0;0.0904098675;;;1.0;;;
;US-HI;1924;p0p100;119977.601562;;12387.0;0.0888322517;;;1.0;;;
;US-HI;1923;p0p100;117906.484375;;12421.0;0.0887715742;;;1.0;;;
;US-HI;1922;p0p100;116095.023438;;11597.0;0.0862837657;;;1.0;;;
;US-HI;1921;p0p100;114675.226562;;11481.0;0.0928369835;;;1.0;;;
