Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-MS;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-MS;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-MS;2014;p0p100;1523386.375;;1243420.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-MS;2013;p0p100;1546742.875;;1245660.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-MS;2012;p0p100;1471587.75;2984926.0;1250140.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-MS;2011;p0p100;1448751.125;;1286776.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-MS;2010;p0p100;1425925.5;;1283495.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-MS;2009;p0p100;1416554.125;;1241390.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-MS;2008;p0p100;1397414.25;;1254942.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-MS;2007;p0p100;1398488.5;;1440588.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-MS;2006;p0p100;1397037.375;;1234286.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-MS;2005;p0p100;1401708.875;;1169598.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-MS;2004;p0p100;1379568.5;;1165951.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-MS;2003;p0p100;1361350.125;;1169646.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-MS;2002;p0p100;1325169.0;;1163632.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-MS;2001;p0p100;1323939.875;;1165215.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-MS;2000;p0p100;1302363.125;;1173490.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-MS;1999;p0p100;1304113.625;;1171297.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-MS;1998;p0p100;1310337.375;;1153947.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-MS;1997;p0p100;1268730.375;;1138928.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-MS;1996;p0p100;1244273.625;;1121796.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-MS;1995;p0p100;1244113.625;;1106304.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-MS;1994;p0p100;1231810.25;;1080617.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-MS;1993;p0p100;1219114.375;;1056684.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-MS;1992;p0p100;1187666.5;;1039942.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-MS;1991;p0p100;1166826.125;;1035517.9375;0.6196454167;;;1.0;1.0;0.8222076297;
;US-MS;1990;p0p100;1161531.375;;1015361.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-MS;1989;p0p100;1168858.25;;995697.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-MS;1988;p0p100;1151348.375;;970163.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-MS;1987;p0p100;1157476.5;;942307.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-MS;1986;p0p100;1126121.875;;917726.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-MS;1985;p0p100;1106306.625;;905391.125;0.5145182014;;;1.0;1.0;1.2409015894;
;US-MS;1984;p0p100;1087332.625;;885610.6875;0.4985733032;;;1.0;1.0;1.2306629419;
;US-MS;1983;p0p100;1068976.5;;857841.625;0.4814707339;;;1.0;1.0;1.1731731892;
;US-MS;1982;p0p100;1071070.375;;840317.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-MS;1981;p0p100;1016203.0625;;870306.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-MS;1980;p0p100;1008608.0625;;860654.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-MS;1979;p0p100;1007247.1875;;838608.0;0.3660068512;;;1.0;1.0;0.9860848188;
