Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;US-NM;1978;p0p100;488030.65625;;479884.0;0.33810094;;;1.0;1.0;0.9547064304;
;US-NM;1977;p0p100;470267.5625;;447778.0;0.315928787;;;1.0;1.0;0.9135241508;
;US-NM;1976;p0p100;453429.78125;;458148.0;0.2975162268;;;1.0;1.0;0.8714398146;
;US-NM;1975;p0p100;437473.03125;;419365.0;0.2820289731;;;1.0;1.0;0.8604028821;
;US-NM;1974;p0p100;421958.53125;;407987.0;0.2580621839;;;1.0;1.0;0.7967916131;
;US-NM;1973;p0p100;407318.84375;;396589.0;0.2368501127;;;1.0;1.0;0.7372254133;
;US-NM;1972;p0p100;393055.25;;371130.0;0.2246379256;;;1.0;1.0;0.7126262784;
;US-NM;1971;p0p100;378876.03125;;338936.0;0.2153150141;;;1.0;1.0;0.6847807765;
;US-NM;1970;p0p100;364526.6875;;342082.0;0.2049063742;;;1.0;1.0;0.672759831;
;US-NM;1969;p0p100;360835.71875;;333941.0;0.1946323365;;;1.0;1.0;0.6523371339;
;US-NM;1968;p0p100;357840.0;;313862.0;0.1855068803;;;1.0;1.0;0.6194906235;
;US-NM;1967;p0p100;354779.84375;;306241.0;0.1779426634;;;1.0;1.0;0.6002780199;
;US-NM;1966;p0p100;351414.84375;;302197.0;0.1729178131;;;1.0;1.0;0.5991725326;
;US-NM;1965;p0p100;347837.5;;306378.0;0.1681890637;;;1.0;1.0;0.5878564715;
;US-NM;1964;p0p100;343955.75;;296480.0;0.165165171;;;1.0;1.0;0.6169885993;
;US-NM;1963;p0p100;339632.65625;;292558.0;0.1626706868;;;1.0;1.0;0.6245597005;
;US-NM;1962;p0p100;335182.9375;;284079.0;0.1608581692;;;1.0;1.0;0.5787657499;
;US-NM;1961;p0p100;330453.6875;;278607.0;0.1589020491;;;1.0;1.0;0.5063357949;
;US-NM;1960;p0p100;325387.125;;275429.0;0.1571702808;;;1.0;1.0;0.6174277663;
;US-NM;1959;p0p100;318546.96875;;271221.0;0.1550257355;;;1.0;;0.6377097964;
;US-NM;1958;p0p100;311507.96875;;261903.015625;0.152988866;;;1.0;;0.6633341312;
;US-NM;1957;p0p100;304555.65625;;253793.0;0.149516359;;;1.0;;0.7038274407;
;US-NM;1956;p0p100;297283.5;;238738.0;0.1444735378;;;1.0;;0.6517068744;
;US-NM;1955;p0p100;290214.71875;;225458.0;0.1396730095;;;1.0;;0.6540765762;
;US-NM;1954;p0p100;283276.5625;;211876.0;0.1376989633;;;1.0;;0.653101325;
;US-NM;1953;p0p100;276466.875;;211922.0;0.136299178;;;1.0;;0.6625382304;
;US-NM;1952;p0p100;270039.375;;204076.0;0.1345584542;;;1.0;;0.7204616666;
;US-NM;1951;p0p100;263559.21875;;194157.0;0.1316781193;;;1.0;;;
;US-NM;1950;p0p100;257221.03125;;179164.0;0.1233422235;;;1.0;;;
;US-NM;1949;p0p100;250898.421875;;175767.0;0.122229591;;;1.0;;;
;US-NM;1948;p0p100;245453.390625;;155756.0;0.1222924143;;;1.0;;;
;US-NM;1947;p0p100;240087.171875;;154001.0;0.115778029;;;1.0;;;
;US-NM;1946;p0p100;234332.40625;;145943.0;0.1041131839;;;1.0;;;
;US-NM;1945;p0p100;230687.78125;;140033.0;0.0924932137;;;1.0;;;
;US-NM;1944;p0p100;226913.5;;122992.0;0.0902230665;;;1.0;;;
;US-NM;1943;p0p100;222922.0;;103933.0;0.0881233886;;;1.0;;;
;US-NM;1942;p0p100;218566.484375;;81963.0;0.0841214508;;;1.0;;;
;US-NM;1941;p0p100;214894.65625;;52597.0;0.0776699111;;;1.0;;;
;US-NM;1940;p0p100;211503.453125;;29667.0;0.0728873089;;;1.0;;;
;US-NM;1939;p0p100;205596.640625;;17470.0;0.0722233132;;;1.0;;;
;US-NM;1938;p0p100;200134.78125;;14082.0;0.0731385574;;;1.0;;;
;US-NM;1937;p0p100;194895.703125;;13942.0;0.0745024458;;;1.0;;;
;US-NM;1936;p0p100;190128.984375;;11492.0;0.0718643889;;;1.0;;;
;US-NM;1935;p0p100;185433.546875;;9606.0;0.0710029826;;;1.0;;;
;US-NM;1934;p0p100;180748.421875;;8067.00048828;0.0696032047;;;1.0;;;
;US-NM;1933;p0p100;176293.890625;;5948.0;0.0663639754;;;1.0;;;
;US-NM;1932;p0p100;172026.390625;;6021.0;0.0681944638;;;1.0;;;
;US-NM;1931;p0p100;167777.46875;;5989.0;0.076970011;;;1.0;;;
;US-NM;1930;p0p100;163416.875;;6653.0;0.0854135603;;;1.0;;;
;US-NM;1929;p0p100;162006.640625;;7140.0;0.0888322517;;;1.0;;;
;US-NM;1928;p0p100;160641.296875;;6686.0;0.0885895565;;;1.0;;;
;US-NM;1927;p0p100;158964.453125;;6462.0;0.089317672;;;1.0;;;
;US-NM;1926;p0p100;157044.9375;;6513.0;0.0908953026;;;1.0;;;
;US-NM;1925;p0p100;155196.0625;;7203.0;0.0904098675;;;1.0;;;
;US-NM;1924;p0p100;153121.21875;;11595.0;0.0888322517;;;1.0;;;
;US-NM;1923;p0p100;150430.703125;;12202.0;0.0887715742;;;1.0;;;
;US-NM;1922;p0p100;148073.046875;;11553.0;0.0862837657;;;1.0;;;
;US-NM;1921;p0p100;146216.234375;;11780.0;0.0928369835;;;1.0;;;
