Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;US-SD;1978;p0p100;288246.21875;;270359.0;0.33810094;;;1.0;1.0;0.9547064304;
;US-SD;1977;p0p100;283406.0;;256819.0;0.315928787;;;1.0;1.0;0.9135241508;
;US-SD;1976;p0p100;278818.5;;259719.0;0.2975162268;;;1.0;1.0;0.8714398146;
;US-SD;1975;p0p100;274479.8125;;253077.0;0.2820289731;;;1.0;1.0;0.8604028821;
;US-SD;1974;p0p100;270132.21875;;252789.0;0.2580621839;;;1.0;1.0;0.7967916131;
;US-SD;1973;p0p100;266065.625;;244510.0;0.2368501127;;;1.0;1.0;0.7372254133;
;US-SD;1972;p0p100;261972.265625;;237029.0;0.2246379256;;;1.0;1.0;0.7126262784;
;US-SD;1971;p0p100;257659.671875;;225836.0;0.2153150141;;;1.0;1.0;0.6847807765;
;US-SD;1970;p0p100;252945.03125;;228573.0;0.2049063742;;;1.0;1.0;0.672759831;
;US-SD;1969;p0p100;253184.265625;;239439.0;0.1946323365;;;1.0;1.0;0.6523371339;
;US-SD;1968;p0p100;253890.5;;238467.0;0.1855068803;;;1.0;1.0;0.6194906235;
;US-SD;1967;p0p100;254534.640625;;235533.0;0.1779426634;;;1.0;1.0;0.6002780199;
;US-SD;1966;p0p100;254940.28125;;234486.0;0.1729178131;;;1.0;1.0;0.5991725326;
;US-SD;1965;p0p100;255167.328125;;232877.0;0.1681890637;;;1.0;1.0;0.5878564715;
;US-SD;1964;p0p100;255141.828125;;230793.0;0.165165171;;;1.0;1.0;0.6169885993;
;US-SD;1963;p0p100;254752.765625;;231846.0;0.1626706868;;;1.0;1.0;0.6245597005;
;US-SD;1962;p0p100;254227.046875;;231397.0;0.1608581692;;;1.0;1.0;0.5787657499;
;US-SD;1961;p0p100;253443.28125;;228788.0;0.1589020491;;;1.0;1.0;0.5063357949;
;US-SD;1960;p0p100;252348.609375;;225757.0;0.1571702808;;;1.0;1.0;0.6174277663;
;US-SD;1959;p0p100;254248.40625;;224612.0;0.1550257355;;;1.0;;0.6377097964;
;US-SD;1958;p0p100;255881.078125;;224344.0;0.152988866;;;1.0;;0.6633341312;
;US-SD;1957;p0p100;257466.0;;224341.0;0.149516359;;;1.0;;0.7038274407;
;US-SD;1956;p0p100;258647.484375;;225008.0;0.1444735378;;;1.0;;0.6517068744;
;US-SD;1955;p0p100;259861.0;;229308.0;0.1396730095;;;1.0;;0.6540765762;
;US-SD;1954;p0p100;261045.6875;;224952.0;0.1376989633;;;1.0;;0.653101325;
;US-SD;1953;p0p100;262200.34375;;220008.0;0.136299178;;;1.0;;0.6625382304;
;US-SD;1952;p0p100;263573.3125;;221491.0;0.1345584542;;;1.0;;0.7204616666;
;US-SD;1951;p0p100;264750.5;;222991.0;0.1316781193;;;1.0;;;
;US-SD;1950;p0p100;265918.9375;;215239.0;0.1233422235;;;1.0;;;
;US-SD;1949;p0p100;264934.625;;214937.0;0.122229591;;;1.0;;;
;US-SD;1948;p0p100;264732.875;;212645.0;0.1222924143;;;1.0;;;
;US-SD;1947;p0p100;264487.90625;;213445.0;0.115778029;;;1.0;;;
;US-SD;1946;p0p100;263673.96875;;196414.0;0.1041131839;;;1.0;;;
;US-SD;1945;p0p100;265129.1875;;192316.0;0.0924932137;;;1.0;;;
;US-SD;1944;p0p100;266373.65625;;159583.0;0.0902230665;;;1.0;;;
;US-SD;1943;p0p100;267289.53125;;133601.0;0.0881233886;;;1.0;;;
;US-SD;1942;p0p100;267676.6875;;129541.0;0.0841214508;;;1.0;;;
;US-SD;1941;p0p100;268813.25;;79990.0;0.0776699111;;;1.0;;;
;US-SD;1940;p0p100;270234.34375;;38760.0;0.0728873089;;;1.0;;;
;US-SD;1939;p0p100;269227.21875;;14831.0;0.0722233132;;;1.0;;;
;US-SD;1938;p0p100;268599.625;;12151.0;0.0731385574;;;1.0;;;
;US-SD;1937;p0p100;268080.375;;11791.0;0.0745024458;;;1.0;;;
;US-SD;1936;p0p100;268034.65625;;11116.0;0.0718643889;;;1.0;;;
;US-SD;1935;p0p100;267923.53125;;9955.0;0.0710029826;;;1.0;;;
;US-SD;1934;p0p100;267655.96875;;8689.0;0.0696032047;;;1.0;;;
;US-SD;1933;p0p100;267558.96875;;8146.0;0.0663639754;;;1.0;;;
;US-SD;1932;p0p100;267582.21875;;9280.0;0.0681944638;;;1.0;;;
;US-SD;1931;p0p100;267470.375;;8163.0;0.076970011;;;1.0;;;
;US-SD;1930;p0p100;267004.625;;10006.0;0.0854135603;;;1.0;;;
;US-SD;1929;p0p100;265844.4375;;10833.0;0.0888322517;;;1.0;;;
;US-SD;1928;p0p100;264743.1875;;10649.0;0.0885895565;;;1.0;;;
;US-SD;1927;p0p100;263111.875;;10969.0;0.089317672;;;1.0;;;
;US-SD;1926;p0p100;261058.140625;;12414.0;0.0908953026;;;1.0;;;
;US-SD;1925;p0p100;259099.640625;;17086.0;0.0904098675;;;1.0;;;
;US-SD;1924;p0p100;256740.484375;;26506.0;0.0888322517;;;1.0;;;
;US-SD;1923;p0p100;253319.328125;;21928.0;0.0887715742;;;1.0;;;
;US-SD;1922;p0p100;250426.71875;;21465.0;0.0862837657;;;1.0;;;
;US-SD;1921;p0p100;248355.109375;;21681.0;0.0928369835;;;1.0;;;
