Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-WA;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-WA;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-WA;2014;p0p100;3636063.75;;3342750.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-WA;2013;p0p100;3640021.0;;3293100.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-WA;2012;p0p100;3558372.0;6897012.0;3244400.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-WA;2011;p0p100;3493032.0;;3216985.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-WA;2010;p0p100;3422802.5;;3169103.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-WA;2009;p0p100;3360443.25;;3144952.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-WA;2008;p0p100;3308197.5;;3185705.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-WA;2007;p0p100;3258011.5;;3371086.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-WA;2006;p0p100;3170859.75;;3017975.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-WA;2005;p0p100;3097901.0;;2931911.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-WA;2004;p0p100;3064286.5;;2860940.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-WA;2003;p0p100;3002745.75;;2808556.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-WA;2002;p0p100;2983072.75;;2792618.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-WA;2001;p0p100;2935462.75;;2788815.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-WA;2000;p0p100;2859537.0;;2772555.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-WA;1999;p0p100;2789342.75;;2713142.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-WA;1998;p0p100;2748577.0;;2669856.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-WA;1997;p0p100;2702618.5;;2608639.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-WA;1996;p0p100;2648081.0;;2544398.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-WA;1995;p0p100;2596413.0;;2485237.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-WA;1994;p0p100;2553733.25;;2443785.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-WA;1993;p0p100;2521234.5;;2401163.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-WA;1992;p0p100;2447079.25;;2411219.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-WA;1991;p0p100;2392672.0;;2377807.0;0.6196454167;;;1.0;1.0;0.8222076297;
;US-WA;1990;p0p100;2301079.0;;2302696.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-WA;1989;p0p100;2143642.75;;2232220.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-WA;1988;p0p100;2103745.25;;2128574.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-WA;1987;p0p100;2023585.125;;2051168.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-WA;1986;p0p100;2008706.5;;1947149.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-WA;1985;p0p100;1973361.375;;1920977.875;0.5145182014;;;1.0;1.0;1.2409015894;
;US-WA;1984;p0p100;1939516.625;;1879009.625;0.4985733032;;;1.0;1.0;1.2306629419;
;US-WA;1983;p0p100;1906774.0;;1820091.5;0.4814707339;;;1.0;1.0;1.1731731892;
;US-WA;1982;p0p100;1853450.5;;1735251.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-WA;1981;p0p100;1834257.75;;1804378.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-WA;1980;p0p100;1800207.0;;1789302.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-WA;1979;p0p100;1680029.375;;1757458.0;0.3660068512;;;1.0;1.0;0.9860848188;
