Variable Name;.;.;.;Population | individuals | Population | All Ages | population
Variable Category;.;.;.;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
Variable Decomposition;.;.;.;
Variable Unit;.;.;.;
Methodological Notes;.;.;.;Total 2016 population estimated by extending past year observed population growth rate. Data on other years comes from the UN World Population Prospects (2015)
Sources;.;.;.;WID.world computations using:  https://esa.un.org/unpd/wpp/ (UN World Population Prospects (2015).)
Variable Code;country;year;perc;npopul999i
;NU;2015;p0p100;1629.0
;NU;2014;p0p100;1616.0
;NU;2013;p0p100;1623.0
;NU;2012;p0p100;1623.0
;NU;2011;p0p100;1630.0
;NU;2010;p0p100;1630.0
;NU;2009;p0p100;1636.0
;NU;2008;p0p100;1639.0
;NU;2007;p0p100;1651.0
;NU;2006;p0p100;1662.0
;NU;2005;p0p100;1683.0
;NU;2004;p0p100;1715.0
;NU;2003;p0p100;1755.0
;NU;2002;p0p100;1789.0
;NU;2001;p0p100;1854.0
;NU;2000;p0p100;1899.0
;NU;1999;p0p100;1956.0
;NU;1998;p0p100;2011.0
;NU;1997;p0p100;2067.0
;NU;1996;p0p100;2124.0
;NU;1995;p0p100;2165.0
;NU;1994;p0p100;2205.0
;NU;1993;p0p100;2236.0
;NU;1992;p0p100;2258.0
;NU;1991;p0p100;2288.0
;NU;1990;p0p100;2329.0
;NU;1989;p0p100;2383.0
;NU;1988;p0p100;2450.0
;NU;1987;p0p100;2521.0
;NU;1986;p0p100;2609.0
;NU;1985;p0p100;2719.0
;NU;1984;p0p100;2841.0
;NU;1983;p0p100;2981.0
;NU;1982;p0p100;3127.0
;NU;1981;p0p100;3269.0
;NU;1980;p0p100;3404.0
;NU;1979;p0p100;3511.0
;NU;1978;p0p100;3599.0
;NU;1977;p0p100;3686.0
;NU;1976;p0p100;3807.0
;NU;1975;p0p100;3976.0
;NU;1974;p0p100;4191.0
;NU;1973;p0p100;4449.0
;NU;1972;p0p100;4724.0
;NU;1971;p0p100;4964.0
;NU;1970;p0p100;5135.0
;NU;1969;p0p100;5218.0
;NU;1968;p0p100;5237.0
;NU;1967;p0p100;5208.0
;NU;1966;p0p100;5151.0
;NU;1965;p0p100;5098.0
;NU;1964;p0p100;5045.0
;NU;1963;p0p100;4983.0
;NU;1962;p0p100;4931.0
;NU;1961;p0p100;4875.0
;NU;1960;p0p100;4826.0
;NU;1959;p0p100;4788.0
;NU;1958;p0p100;4750.0
