Variable Code;country;year;perc;npopul001f;npopul001i;npopul001m;npopul051f;npopul051i;npopul051m;npopul101f;npopul101i;npopul101m;npopul111f;npopul111i;npopul111m;npopul151f;npopul151i;npopul151m;npopul201f;npopul201i;npopul201m;npopul202f;npopul202i;npopul202m;npopul251f;npopul251i;npopul251m;npopul301f;npopul301i;npopul301m;npopul302f;npopul302i;npopul302m;npopul351f;npopul351i;npopul351m;npopul401f;npopul401i;npopul401m;npopul402f;npopul402i;npopul402m;npopul451f;npopul451i;npopul451m;npopul501f;npopul501i;npopul501m;npopul502f;npopul502i;npopul502m;npopul551f;npopul551i;npopul551m;npopul601f;npopul601i;npopul601m;npopul602f;npopul602i;npopul602m;npopul651f;npopul651i;npopul651m;npopul701f;npopul701i;npopul701m;npopul702f;npopul702i;npopul702m;npopul751f;npopul751i;npopul751m;npopul801f;npopul801i;npopul801m;npopul802f;npopul802i;npopul802m;npopul851f;npopul851i;npopul851m;npopul901f;npopul901i;npopul901m;npopul902f;npopul902i;npopul902m;npopul951f;npopul951i;npopul951m;npopul991f;npopul991i;npopul991m;npopul992f;npopul992i;npopul992m;npopul993f;npopul993i;npopul993m;npopul994f;npopul994i;npopul994m;npopul995f;npopul995i;npopul995m;npopul996f;npopul996i;npopul996m;npopul997f;npopul997i;npopul997m;npopul998f;npopul998i;npopul998m;npopul999f;npopul999i;npopul999m
;EH;1991;p0p100;15981.0;32164.0;16184.0;14809.0;29713.0;14905.0;12491.0;25060.0;12571.0;0.0;0.0;0.0;10275.0;20876.0;10601.0;9941.0;20527.0;10584.0;19330.0;;21038.0;9389.0;19842.0;10454.0;9115.0;19849.0;10734.0;16827.0;;20758.0;7712.0;17738.0;10024.0;5303.0;12289.0;6986.0;8852.0;;11124.0;3549.0;7688.0;4138.0;2545.0;5473.0;2928.0;4359.0;;5108.0;1814.0;3993.0;2180.0;1427.0;3256.0;1829.0;2492.0;;3185.0;1065.0;2420.0;1356.0;745.0;1685.0;941.0;1239.0;;1488.0;494.0;1039.0;547.0;271.0;519.0;250.0;378.0;;342.0;107.0;198.0;92.0;28.0;50.0;22.0;31.0;;23.0;3.0;4.0;1.0;53556.0;107813.0;54261.0;53508.0;116570.0;63066.0;36157.0;77956.0;41796.0;13211.0;29443.0;16232.0;4140.0;9171.0;5038.0;50795.0;110655.0;59857.0;2713.0;5915.0;3209.0;409.0;771.0;365.0;107064.0;224383.0;117327.0
;EH;1990;p0p100;15803.0;31814.0;16011.0;14297.0;28682.0;14385.0;11803.0;23674.0;11871.0;0.0;0.0;0.0;9785.0;19895.0;10109.0;9703.0;20035.0;10333.0;18841.0;;20553.0;9138.0;19358.0;10220.0;8870.0;19460.0;10592.0;16178.0;;20289.0;7308.0;17005.0;9697.0;4992.0;11544.0;6553.0;8412.0;;10497.0;3420.0;7363.0;3944.0;2476.0;5404.0;2928.0;4232.0;;5120.0;1756.0;3948.0;2192.0;1400.0;3270.0;1870.0;2435.0;;3223.0;1035.0;2388.0;1353.0;734.0;1671.0;936.0;1225.0;;1463.0;491.0;1018.0;527.0;262.0;501.0;236.0;361.0;;321.0;99.0;184.0;85.0;24.0;41.0;18.0;26.0;;18.0;2.0;3.0;0.0;51688.0;104065.0;52376.0;51710.0;113193.0;61484.0;35019.0;75858.0;40842.0;12644.0;28259.0;15617.0;4047.0;9076.0;5025.0;49063.0;107387.0;58329.0;2647.0;5806.0;3155.0;387.0;729.0;339.0;103398.0;217258.0;113860.0
;EH;1989;p0p100;15598.0;31398.0;15797.0;13852.0;27784.0;13931.0;11194.0;22473.0;11279.0;;;;9420.0;19147.0;9727.0;9381.0;19366.0;9984.0;18262.0;;20004.0;8881.0;18901.0;10020.0;8513.0;18895.0;10380.0;15254.0;;19439.0;6741.0;15798.0;9059.0;4642.0;10634.0;5992.0;7988.0;;9837.0;3346.0;7191.0;3845.0;2434.0;5405.0;2971.0;4172.0;;5246.0;1738.0;4013.0;2275.0;1374.0;3285.0;1910.0;2378.0;;3279.0;1004.0;2374.0;1369.0;722.0;1659.0;937.0;1209.0;;1452.0;487.0;1003.0;515.0;;;;;;;;;;;;;;;;;;;50064.0;100802.0;50734.0;49661.0;109278.0;59612.0;33516.0;72960.0;39443.0;12160.0;27243.0;15083.0;3985.0;9075.0;5086.0;47050.0;103488.0;56436.0;2611.0;5790.0;3176.0;398.0;754.0;355.0;99725.0;210080.0;110346.0
;EH;1988;p0p100;15401.0;30987.0;15584.0;13306.0;26682.0;13375.0;10528.0;21150.0;10620.0;;;;9129.0;18523.0;9391.0;9001.0;18593.0;9592.0;17676.0;;19477.0;8675.0;18561.0;9885.0;8076.0;18177.0;10102.0;14259.0;;18460.0;6183.0;14542.0;8358.0;4400.0;9947.0;5546.0;7691.0;;9379.0;3291.0;7125.0;3833.0;2372.0;5366.0;2993.0;4095.0;;5351.0;1723.0;4081.0;2358.0;1334.0;3256.0;1921.0;2308.0;;3305.0;974.0;2358.0;1384.0;716.0;1635.0;921.0;1201.0;;1421.0;485.0;985.0;500.0;;;;;;;;;;;;;;;;;;;48364.0;97342.0;48970.0;47626.0;105384.0;57757.0;31935.0;69873.0;37937.0;11786.0;26519.0;14730.0;3905.0;8992.0;5090.0;45055.0;99648.0;54588.0;2571.0;5736.0;3169.0;396.0;758.0;364.0;95990.0;202726.0;106727.0
;EH;1987;p0p100;15180.0;30523.0;15343.0;12690.0;25435.0;12744.0;9859.0;19799.0;9939.0;;;;8889.0;17975.0;9089.0;8614.0;17833.0;9218.0;17110.0;;19024.0;8496.0;18303.0;9806.0;7574.0;17307.0;9734.0;13264.0;;17407.0;5690.0;13363.0;7673.0;4257.0;9485.0;5227.0;7494.0;;9092.0;3237.0;7100.0;3865.0;2303.0;5309.0;3006.0;4008.0;;5439.0;1705.0;4136.0;2433.0;1288.0;3205.0;1918.0;2239.0;;3311.0;951.0;2344.0;1393.0;712.0;1603.0;891.0;1195.0;;1380.0;483.0;971.0;489.0;;;;;;;;;;;;;;;;;;;46618.0;93732.0;47115.0;45696.0;101706.0;56010.0;30374.0;66806.0;36431.0;11502.0;26030.0;14531.0;3820.0;8870.0;5048.0;43164.0;96041.0;52880.0;2532.0;5665.0;3130.0;386.0;747.0;357.0;92314.0;195438.0;103125.0
;EH;1986;p0p100;14910.0;29964.0;15054.0;12041.0;24121.0;12080.0;9253.0;18553.0;9300.0;;;;8655.0;17445.0;8790.0;8292.0;17233.0;8941.0;16600.0;;18684.0;8308.0;18051.0;9743.0;7059.0;16362.0;9303.0;12362.0;;16393.0;5303.0;12393.0;7090.0;4188.0;9227.0;5038.0;7361.0;;8947.0;3173.0;7083.0;3909.0;2238.0;5270.0;3030.0;3917.0;;5519.0;1679.0;4169.0;2489.0;1241.0;3160.0;1916.0;2178.0;;3307.0;937.0;2328.0;1391.0;712.0;1570.0;859.0;1192.0;;1337.0;480.0;959.0;478.0;;;;;;;;;;;;;;;;;;;44859.0;90083.0;45224.0;43982.0;98525.0;54535.0;28962.0;64039.0;35077.0;11278.0;25749.0;14466.0;3742.0;8737.0;4992.0;41481.0;92948.0;51459.0;2501.0;5577.0;3076.0;372.0;720.0;348.0;88841.0;188608.0;99759.0
;EH;1985;p0p100;14553.0;29228.0;14675.0;11387.0;22793.0;11406.0;8756.0;17503.0;8747.0;;;;8410.0;16906.0;8497.0;8073.0;16872.0;8799.0;16149.0;;18464.0;8076.0;17743.0;9665.0;6586.0;15433.0;8847.0;11627.0;;15502.0;5041.0;11696.0;6655.0;4162.0;9122.0;4959.0;7273.0;;8913.0;3111.0;7065.0;3954.0;2187.0;5266.0;3078.0;3835.0;;5610.0;1648.0;4178.0;2532.0;1206.0;3131.0;1924.0;2137.0;;3306.0;931.0;2313.0;1382.0;716.0;1543.0;827.0;1195.0;;1298.0;479.0;950.0;471.0;;;;;;;;;;;;;;;;;;;43106.0;86430.0;43325.0;42565.0;95991.0;53423.0;27776.0;61744.0;33966.0;11108.0;25631.0;14523.0;3681.0;8616.0;4934.0;40090.0;90506.0;50413.0;2475.0;5485.0;3010.0;349.0;679.0;330.0;85671.0;182421.0;96748.0
;EH;1984;p0p100;14266.0;28657.0;14391.0;10767.0;21561.0;10793.0;8498.0;16994.0;8495.0;;;;8327.0;16835.0;8508.0;8040.0;16966.0;8927.0;15884.0;;18547.0;7844.0;17464.0;9620.0;6220.0;14688.0;8469.0;11048.0;;14729.0;4828.0;11088.0;6260.0;3988.0;8723.0;4736.0;6907.0;;8538.0;2919.0;6722.0;3802.0;2069.0;5061.0;2992.0;3646.0;;5465.0;1577.0;4050.0;2473.0;1168.0;3041.0;1874.0;2091.0;;3209.0;923.0;2258.0;1335.0;713.0;1515.0;798.0;1192.0;;1272.0;479.0;953.0;474.0;;;;;;;;;;;;;;;;;;;41858.0;84047.0;42187.0;41122.0;93226.0;52102.0;26932.0;60206.0;33276.0;10553.0;24556.0;14003.0;3637.0;8464.0;4823.0;38653.0;87803.0;49153.0;2469.0;5423.0;2949.0;354.0;697.0;342.0;82980.0;177273.0;94289.0
;EH;1983;p0p100;14012.0;28150.0;14136.0;10121.0;20278.0;10156.0;8404.0;16817.0;8411.0;;;;8240.0;16773.0;8534.0;8070.0;17199.0;9129.0;15628.0;;18668.0;7558.0;17096.0;9539.0;5899.0;13964.0;8068.0;10582.0;;14000.0;4683.0;10616.0;5932.0;3807.0;8377.0;4570.0;6552.0;;8234.0;2745.0;6411.0;3664.0;1984.0;4927.0;2942.0;3499.0;;5363.0;1515.0;3935.0;2421.0;1144.0;2985.0;1843.0;2066.0;;3133.0;922.0;2213.0;1290.0;720.0;1503.0;785.0;1200.0;;1265.0;480.0;962.0;480.0;;;;;;;;;;;;;;;;;;;40777.0;82018.0;41237.0;39878.0;90884.0;51010.0;26210.0;58875.0;32668.0;10051.0;23650.0;13597.0;3617.0;8359.0;4745.0;37405.0;85510.0;48108.0;2473.0;5374.0;2902.0;351.0;696.0;347.0;80655.0;172902.0;92247.0
;EH;1982;p0p100;13590.0;27296.0;13703.0;9498.0;19032.0;9533.0;8370.0;16766.0;8393.0;;;;8110.0;16641.0;8529.0;8080.0;17389.0;9309.0;15277.0;;18671.0;7197.0;16558.0;9362.0;5589.0;13202.0;7613.0;10145.0;;13239.0;4556.0;10182.0;5626.0;3606.0;8021.0;4416.0;6183.0;;7940.0;2577.0;6101.0;3524.0;1910.0;4812.0;2903.0;3363.0;;5265.0;1453.0;3811.0;2362.0;1129.0;2938.0;1811.0;2055.0;;3050.0;926.0;2165.0;1239.0;724.0;1498.0;776.0;1205.0;;1264.0;481.0;970.0;488.0;;;;;;;;;;;;;;;;;;;39568.0;79735.0;40158.0;38567.0;88323.0;49764.0;25422.0;57331.0;31910.0;9546.0;22745.0;13205.0;3599.0;8247.0;4649.0;36097.0;83014.0;46926.0;2470.0;5309.0;2838.0;339.0;676.0;335.0;78135.0;168058.0;89922.0
;EH;1981;p0p100;12766.0;25619.0;12849.0;8898.0;17812.0;8912.0;8258.0;16559.0;8301.0;;;;7910.0;16354.0;8442.0;7942.0;17260.0;9318.0;14694.0;;18328.0;6752.0;15760.0;9010.0;5264.0;12336.0;7076.0;9642.0;;12362.0;4378.0;9665.0;5286.0;3366.0;7584.0;4221.0;5765.0;;7582.0;2399.0;5759.0;3361.0;1823.0;4656.0;2833.0;3207.0;;5109.0;1384.0;3659.0;2276.0;1106.0;2863.0;1757.0;2028.0;;2933.0;922.0;2101.0;1176.0;722.0;1482.0;761.0;1197.0;;1251.0;475.0;965.0;490.0;;;;;;;;;;;;;;;;;;;37832.0;76344.0;38504.0;36848.0;84718.0;47875.0;24336.0;55021.0;30690.0;8972.0;21658.0;12691.0;3540.0;8039.0;4494.0;34414.0;79542.0;45138.0;2434.0;5176.0;2737.0;315.0;628.0;310.0;74680.0;161062.0;86379.0
;EH;1980;p0p100;11467.0;22975.0;11505.0;8287.0;16550.0;8262.0;7968.0;16006.0;8037.0;;;;7606.0;15836.0;8230.0;7569.0;16621.0;9053.0;13783.0;;17485.0;6214.0;14647.0;8432.0;4889.0;11335.0;6446.0;8993.0;;11320.0;4104.0;8980.0;4874.0;3077.0;7022.0;3944.0;5280.0;;7103.0;2203.0;5363.0;3159.0;1708.0;4409.0;2701.0;3011.0;;4858.0;1303.0;3459.0;2157.0;1071.0;2735.0;1664.0;1975.0;;2764.0;904.0;2006.0;1100.0;704.0;1440.0;734.0;1163.0;;1210.0;459.0;935.0;476.0;;;;;;;;;;;;;;;;;;;35328.0;71367.0;36034.0;34486.0;79510.0;45012.0;22776.0;51583.0;28805.0;8291.0;20253.0;11961.0;3419.0;7674.0;4246.0;32138.0;74571.0;42430.0;2348.0;4939.0;2582.0;281.0;558.0;272.0;69814.0;150877.0;81046.0
;EH;1979;p0p100;10556.0;21151.0;10596.0;7894.0;15761.0;7866.0;7570.0;15262.0;7691.0;;;;7066.0;14855.0;7790.0;6735.0;15020.0;8285.0;12076.0;;15621.0;5341.0;12677.0;7336.0;4287.0;9772.0;5486.0;7902.0;;9701.0;3615.0;7828.0;4215.0;2638.0;6064.0;3426.0;4556.0;;6226.0;1918.0;4717.0;2800.0;1508.0;3937.0;2429.0;2653.0;;4351.0;1145.0;3067.0;1922.0;946.0;2394.0;1448.0;1740.0;;2396.0;794.0;1742.0;948.0;603.0;1240.0;638.0;982.0;;1043.0;379.0;784.0;405.0;;;;;;;;;;;;;;;;;;;33086.0;67029.0;33943.0;30123.0;69670.0;39551.0;19978.0;45297.0;25322.0;7209.0;17785.0;10577.0;2936.0;6588.0;3652.0;28133.0;65476.0;37347.0;1990.0;4194.0;2204.0;214.0;428.0;213.0;63209.0;136699.0;73494.0
;EH;1978;p0p100;9225.0;18479.0;9254.0;7419.0;14778.0;7359.0;6883.0;13930.0;7047.0;;;;6325.0;13421.0;7096.0;5681.0;12887.0;7207.0;10103.0;;13268.0;4422.0;10482.0;6061.0;3678.0;8180.0;4502.0;6727.0;;8022.0;3049.0;6570.0;3520.0;2182.0;5049.0;2867.0;3816.0;;5293.0;1634.0;4064.0;2426.0;1283.0;3393.0;2110.0;2256.0;;3766.0;973.0;2630.0;1656.0;809.0;2017.0;1208.0;1480.0;;2001.0;671.0;1464.0;793.0;494.0;1032.0;538.0;798.0;;869.0;304.0;635.0;331.0;;;;;;;;;;;;;;;;;;;29852.0;60608.0;30756.0;25340.0;58722.0;33378.0;16830.0;38119.0;21290.0;6072.0;15136.0;9059.0;2438.0;5467.0;3029.0;23711.0;55272.0;31557.0;1629.0;3450.0;1821.0;160.0;319.0;159.0;55192.0;119330.0;64134.0
;EH;1977;p0p100;7863.0;15736.0;7874.0;6839.0;13591.0;6753.0;6038.0;12271.0;6237.0;;;;5454.0;11684.0;6232.0;4560.0;10546.0;5983.0;8122.0;;10770.0;3562.0;8350.0;4787.0;3101.0;6688.0;3586.0;5573.0;;6433.0;2472.0;5319.0;2847.0;1763.0;4094.0;2331.0;3136.0;;4404.0;1373.0;3449.0;2073.0;1057.0;2839.0;1781.0;1863.0;;3168.0;806.0;2194.0;1387.0;671.0;1650.0;979.0;1218.0;;1631.0;547.0;1198.0;652.0;394.0;837.0;443.0;630.0;;707.0;236.0;502.0;264.0;;;;;;;;;;;;;;;;;;;26194.0;53282.0;27096.0;20660.0;47904.0;27232.0;13695.0;30903.0;17203.0;4999.0;12576.0;7572.0;1966.0;4425.0;2457.0;19365.0;45129.0;25754.0;1295.0;2775.0;1478.0;118.0;238.0;119.0;46854.0;101186.0;54328.0
;EH;1976;p0p100;6917.0;13827.0;6913.0;6266.0;12446.0;6181.0;5233.0;10711.0;5478.0;;;;4580.0;9942.0;5362.0;3568.0;8410.0;4839.0;6428.0;;8548.0;2860.0;6572.0;3709.0;2608.0;5443.0;2835.0;4575.0;;5110.0;1967.0;4241.0;2275.0;1427.0;3326.0;1898.0;2582.0;;3683.0;1155.0;2942.0;1785.0;862.0;2364.0;1501.0;1522.0;;2654.0;660.0;1816.0;1153.0;550.0;1346.0;796.0;989.0;;1335.0;439.0;978.0;539.0;311.0;677.0;365.0;496.0;;576.0;185.0;397.0;211.0;;;;;;;;;;;;;;;;;;;22996.0;46926.0;23934.0;16680.0;38693.0;21997.0;11003.0;24666.0;13658.0;4104.0;10448.0;6337.0;1573.0;3579.0;2002.0;15657.0;36460.0;20791.0;1023.0;2233.0;1206.0;88.0;181.0;91.0;39676.0;85619.0;45931.0
;EH;1975;p0p100;6635.0;13258.0;6623.0;5869.0;11698.0;5829.0;4621.0;9567.0;4945.0;;;;3823.0;8463.0;4641.0;2802.0;6728.0;3925.0;5170.0;;6841.0;2368.0;5287.0;2916.0;2238.0;4526.0;2290.0;3830.0;;4141.0;1592.0;3441.0;1851.0;1198.0;2814.0;1617.0;2198.0;;3216.0;1000.0;2599.0;1599.0;718.0;2032.0;1314.0;1267.0;;2302.0;549.0;1538.0;988.0;457.0;1133.0;676.0;816.0;;1141.0;359.0;824.0;465.0;252.0;568.0;316.0;402.0;;494.0;150.0;328.0;178.0;;;;;;;;;;;;;;;;;;;20948.0;42986.0;22038.0;13758.0;31968.0;18209.0;9000.0;19982.0;10982.0;3465.0;8983.0;5518.0;1293.0;3003.0;1709.0;12922.0;30098.0;17176.0;836.0;1870.0;1033.0;75.0;150.0;74.0;34706.0;74954.0;40247.0
;EH;1974;p0p100;6015.0;11996.0;5982.0;5375.0;10744.0;5368.0;4169.0;8688.0;4518.0;;;;3421.0;7597.0;4176.0;2640.0;6149.0;3509.0;5054.0;;6344.0;2414.0;5248.0;2835.0;2212.0;4634.0;2422.0;3779.0;;4422.0;1567.0;3566.0;2000.0;1185.0;2913.0;1726.0;2132.0;;3291.0;947.0;2512.0;1565.0;669.0;1893.0;1223.0;1195.0;;2132.0;526.0;1434.0;909.0;439.0;1062.0;620.0;782.0;;1057.0;343.0;780.0;437.0;240.0;542.0;301.0;382.0;;470.0;142.0;313.0;169.0;;;;;;;;;;;;;;;;;;;18980.0;39025.0;20044.0;13395.0;31187.0;17786.0;8833.0;19597.0;10766.0;3327.0;8752.0;5423.0;1235.0;2838.0;1597.0;12599.0;29411.0;16809.0;796.0;1776.0;977.0;71.0;141.0;70.0;32375.0;70212.0;37830.0
;EH;1973;p0p100;6099.0;12172.0;6074.0;5131.0;10319.0;5188.0;3991.0;8385.0;4392.0;;;;3250.0;7224.0;3975.0;2705.0;6113.0;3408.0;5309.0;;6434.0;2604.0;5631.0;3026.0;2271.0;4968.0;2696.0;3893.0;;4927.0;1622.0;3854.0;2231.0;1225.0;3113.0;1888.0;2153.0;;3471.0;928.0;2510.0;1583.0;662.0;1867.0;1205.0;1195.0;;2088.0;533.0;1416.0;883.0;445.0;1056.0;611.0;789.0;;1050.0;344.0;783.0;439.0;241.0;547.0;304.0;382.0;;471.0;141.0;308.0;167.0;;;;;;;;;;;;;;;;;;;18471.0;38100.0;19629.0;13789.0;32304.0;18510.0;9202.0;20566.0;11361.0;3348.0;8906.0;5559.0;1239.0;2832.0;1590.0;12995.0;30528.0;17531.0;794.0;1776.0;979.0;68.0;138.0;69.0;32260.0;70404.0;38139.0
;EH;1972;p0p100;6503.0;13002.0;6494.0;5042.0;10213.0;5168.0;3964.0;8386.0;4421.0;;;;3248.0;7169.0;3921.0;2940.0;6483.0;3542.0;5829.0;;6958.0;2889.0;6306.0;3416.0;2390.0;5460.0;3068.0;4116.0;;5593.0;1726.0;4250.0;2525.0;1290.0;3365.0;2075.0;2226.0;;3704.0;936.0;2565.0;1629.0;683.0;1914.0;1231.0;1245.0;;2121.0;562.0;1450.0;890.0;466.0;1091.0;627.0;823.0;;1086.0;357.0;817.0;459.0;252.0;572.0;319.0;395.0;;487.0;143.0;309.0;168.0;;;;;;;;;;;;;;;;;;;18757.0;38770.0;20004.0;14700.0;34715.0;20016.0;9945.0;22499.0;12551.0;3471.0;9294.0;5825.0;1284.0;2922.0;1640.0;13882.0;32884.0;19003.0;818.0;1831.0;1013.0;66.0;133.0;67.0;33457.0;73485.0;40020.0
;EH;1971;p0p100;6769.0;13532.0;6760.0;4947.0;10072.0;5122.0;3937.0;8346.0;4409.0;;;;3326.0;7215.0;3889.0;3239.0;7034.0;3795.0;6400.0;;7663.0;3161.0;7029.0;3868.0;2512.0;5944.0;3433.0;4329.0;;6226.0;1817.0;4608.0;2793.0;1338.0;3546.0;2209.0;2278.0;;3868.0;940.0;2599.0;1659.0;708.0;1959.0;1252.0;1301.0;;2144.0;593.0;1485.0;892.0;486.0;1129.0;644.0;858.0;;1123.0;372.0;851.0;479.0;262.0;593.0;332.0;403.0;;496.0;141.0;306.0;164.0;;;;;;;;;;;;;;;;;;;18979.0;39165.0;20180.0;15633.0;37207.0;21579.0;10729.0;24615.0;13889.0;3579.0;9589.0;6012.0;1325.0;3003.0;1678.0;14794.0;35333.0;20545.0;839.0;1874.0;1034.0;64.0;124.0;59.0;34612.0;76372.0;41759.0
;EH;1970;p0p100;6604.0;13180.0;6577.0;4744.0;9672.0;4928.0;3830.0;8074.0;4246.0;;;;3416.0;7235.0;3819.0;3497.0;7549.0;4053.0;6823.0;;8293.0;3326.0;7566.0;4240.0;2573.0;6258.0;3685.0;4421.0;;6627.0;1848.0;4790.0;2942.0;1333.0;3564.0;2233.0;2262.0;;3864.0;929.0;2558.0;1631.0;719.0;1952.0;1233.0;1327.0;;2107.0;608.0;1482.0;874.0;493.0;1137.0;644.0;870.0;;1129.0;377.0;864.0;485.0;263.0;594.0;331.0;399.0;;486.0;136.0;291.0;155.0;;;;;;;;;;;;;;;;;;;18594.0;38161.0;19570.0;16158.0;38713.0;22558.0;11244.0;26163.0;14920.0;3589.0;9556.0;5971.0;1325.0;2994.0;1667.0;15326.0;36856.0;21535.0;832.0;1857.0;1023.0;56.0;108.0;52.0;34752.0;76874.0;42128.0
;EH;1969;p0p100;6559.0;13128.0;6565.0;4554.0;9319.0;4764.0;3631.0;7629.0;3997.0;;;;3293.0;6959.0;3667.0;3410.0;7415.0;4004.0;6628.0;;8150.0;3218.0;7363.0;4146.0;2483.0;6044.0;3561.0;4250.0;;6364.0;1767.0;4570.0;2803.0;1238.0;3332.0;2096.0;2107.0;;3648.0;869.0;2422.0;1552.0;696.0;1874.0;1179.0;1288.0;;2010.0;592.0;1422.0;831.0;478.0;1092.0;614.0;840.0;;1078.0;362.0;827.0;464.0;250.0;560.0;312.0;380.0;;458.0;130.0;275.0;146.0;;;;;;;;;;;;;;;;;;;18037.0;37035.0;18993.0;15550.0;37302.0;21758.0;10878.0;25392.0;14514.0;3395.0;9050.0;5658.0;1277.0;2860.0;1586.0;14751.0;35534.0;20786.0;799.0;1768.0;972.0;57.0;106.0;50.0;33587.0;74337.0;40751.0
;EH;1968;p0p100;6172.0;12364.0;6189.0;4222.0;8640.0;4415.0;3326.0;6930.0;3603.0;;;;3104.0;6545.0;3442.0;3256.0;7112.0;3857.0;6299.0;;7781.0;3043.0;6967.0;3924.0;2344.0;5682.0;3340.0;3980.0;;5924.0;1636.0;4218.0;2584.0;1114.0;3025.0;1911.0;1915.0;;3360.0;801.0;2248.0;1449.0;661.0;1751.0;1091.0;1223.0;;1858.0;562.0;1328.0;767.0;451.0;1020.0;569.0;792.0;;1001.0;341.0;772.0;432.0;230.0;517.0;285.0;351.0;;421.0;121.0;256.0;136.0;;;;;;;;;;;;;;;;;;;16824.0;34479.0;17649.0;14612.0;34997.0;20394.0;10279.0;23979.0;13705.0;3138.0;8352.0;5218.0;1195.0;2666.0;1471.0;13868.0;33351.0;19492.0;744.0;1646.0;902.0;52.0;101.0;49.0;31436.0;69476.0;38043.0
;EH;1967;p0p100;5567.0;11152.0;5582.0;3787.0;7712.0;3924.0;2964.0;6105.0;3139.0;;;;2867.0;6038.0;3169.0;3058.0;6689.0;3631.0;5886.0;;7255.0;2828.0;6453.0;3624.0;2159.0;5206.0;3049.0;3627.0;;5356.0;1468.0;3773.0;2307.0;979.0;2690.0;1710.0;1710.0;;3036.0;731.0;2057.0;1326.0;617.0;1598.0;982.0;1137.0;;1671.0;520.0;1212.0;689.0;417.0;934.0;517.0;732.0;;912.0;315.0;707.0;395.0;213.0;472.0;260.0;324.0;;382.0;111.0;234.0;122.0;;;;;;;;;;;;;;;;;;;15185.0;31007.0;15814.0;13465.0;32118.0;18655.0;9513.0;22121.0;12611.0;2847.0;7557.0;4707.0;1105.0;2440.0;1337.0;12777.0;30612.0;17835.0;688.0;1506.0;820.0;49.0;93.0;43.0;28650.0;63125.0;34469.0
;EH;1966;p0p100;4939.0;9879.0;4939.0;3322.0;6701.0;3378.0;2608.0;5309.0;2701.0;;;;2625.0;5527.0;2902.0;2858.0;6242.0;3384.0;5483.0;;6704.0;2625.0;5944.0;3320.0;1958.0;4697.0;2741.0;3243.0;;4768.0;1285.0;3312.0;2027.0;855.0;2383.0;1528.0;1522.0;;2734.0;667.0;1872.0;1206.0;570.0;1443.0;874.0;1052.0;;1487.0;482.0;1094.0;613.0;381.0;850.0;468.0;667.0;;827.0;286.0;645.0;359.0;197.0;435.0;238.0;300.0;;348.0;103.0;212.0;110.0;;;;;;;;;;;;;;;;;;;13494.0;27416.0;13920.0;12311.0;29210.0;16905.0;8726.0;20195.0;11472.0;2574.0;6792.0;4221.0;1011.0;2223.0;1212.0;11681.0;27837.0;16161.0;630.0;1373.0;744.0;44.0;81.0;37.0;25805.0;56626.0;30825.0
;EH;1965;p0p100;4388.0;8745.0;4358.0;2883.0;5741.0;2858.0;2303.0;4647.0;2342.0;;;;2422.0;5103.0;2682.0;2696.0;5866.0;3168.0;5155.0;;6233.0;2459.0;5524.0;3065.0;1773.0;4235.0;2463.0;2891.0;;4251.0;1118.0;2904.0;1788.0;756.0;2136.0;1381.0;1370.0;;2482.0;614.0;1717.0;1101.0;529.0;1312.0;782.0;975.0;;1330.0;446.0;994.0;548.0;352.0;780.0;428.0;617.0;;759.0;265.0;595.0;331.0;187.0;409.0;223.0;281.0;;322.0;94.0;194.0;99.0;;;;;;;;;;;;;;;;;;;11996.0;24236.0;12240.0;11324.0;26734.0;15407.0;8046.0;18529.0;10484.0;2345.0;6159.0;3812.0;933.0;2046.0;1111.0;10743.0;25468.0;14724.0;581.0;1266.0;683.0;35.0;68.0;30.0;23320.0;50970.0;27647.0
;EH;1964;p0p100;3946.0;7847.0;3902.0;2616.0;5196.0;2582.0;2139.0;4323.0;2184.0;;;;2283.0;4815.0;2530.0;2478.0;5382.0;2905.0;4688.0;;5664.0;2210.0;4969.0;2759.0;1578.0;3765.0;2186.0;2568.0;;3774.0;990.0;2580.0;1588.0;686.0;1927.0;1241.0;1259.0;;2224.0;573.0;1556.0;983.0;495.0;1191.0;696.0;908.0;;1190.0;413.0;907.0;494.0;324.0;712.0;389.0;566.0;;688.0;242.0;542.0;299.0;169.0;365.0;195.0;254.0;;283.0;85.0;172.0;88.0;;;;;;;;;;;;;;;;;;;10984.0;22181.0;11198.0;10278.0;24133.0;13850.0;7256.0;16696.0;9438.0;2167.0;5581.0;3414.0;855.0;1856.0;998.0;9747.0;22989.0;13241.0;531.0;1144.0;609.0;35.0;65.0;27.0;21262.0;46314.0;25048.0
