Variable Name;.;.;.;Population | tax unit | Population | Adults | population;Population | individuals | Population | All Ages | population;Number of tax returns | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Category;.;.;.;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro;Other macro
Variable Description;.;.;.;Number of individuals in a group. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Number of individuals in a group. The population is comprised of individuals of all ages. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Number of reports filed containing information used to calculate taxes. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Current national income adjusted by CPI, divided by national income of the base year adjusted by CPI. It measures the changes in the purchasing power of national income.;PPP conversion factor of curent local currency to current PPP EUR.;Official exchange rate of the local currency to EUR.;PPP conversion factor of current local currency to current USD.;Official exchange rate of the local currency to USD.;PPP conversion factor of current local currency to current PPP CNY.;Official exchange rate of the local currency to CNY.
Variable Decomposition;.;.;.;;;;;;;;;;
Variable Unit;.;.;.;population;population;population;;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency;local currency per foreign currency
Methodological Notes;.;.;.;;;;;;;;;;
Sources;.;.;.;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);Frank, Sommeiller, Price & Saez (2015);;WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015);WID.world computations using: Frank, Sommeiller, Price & Saez (2015)
Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-UT;2016;p0p100;;;;1.0;1.3099900484;1.1065329313;1.0;1.0;0.299690634;0.1507654935
;US-UT;2015;p0p100;;;;0.9870161414;1.3047451973;;1.0;1.0;0.2940007746;
;US-UT;2014;p0p100;1295387.375;;1221670.0;0.9765984416;1.305574894;;1.0;1.0;0.2891286612;
;US-UT;2013;p0p100;1218401.125;;1196460.0;0.9593613744;1.2936111689;;1.0;1.0;0.285338074;
;US-UT;2012;p0p100;1209674.625;2855287.0;1174090.0;0.9441343546;1.2888070345;;1.0;1.0;0.2862385511;
;US-UT;2011;p0p100;1261735.25;;1159631.0;0.9270407557;1.28186059;;1.0;1.0;0.2852630615;
;US-UT;2010;p0p100;1237725.5;;1134626.0;0.9082964063;1.2697501183;;1.0;1.0;0.3020563126;
;US-UT;2009;p0p100;1209473.625;;1124569.0;0.897295475;1.262617588;;1.0;1.0;0.3190217614;
;US-UT;2008;p0p100;1169165.5;;1145303.0;0.890278697;1.2648955584;;1.0;1.0;0.3120010793;
;US-UT;2007;p0p100;1123580.875;;1189776.0;0.8734274507;1.2665445805;;1.0;1.0;0.3299844563;
;US-UT;2006;p0p100;1071651.5;;1075222.0;0.8507438302;1.2644462585;;1.0;1.0;0.345580399;
;US-UT;2005;p0p100;1030507.1875;;1030683.0;0.8253771663;1.2506828308;;1.0;1.0;0.3466525674;
;US-UT;2004;p0p100;1023786.75;;996414.0;0.7996518016;1.2349227667;;1.0;1.0;0.3501084149;
;US-UT;2003;p0p100;1001049.375;;969812.0;0.7782691717;1.2250671387;;1.0;1.0;0.3633489013;
;US-UT;2002;p0p100;961040.625;;960559.0;0.7630601525;1.2275134325;;1.0;1.0;0.3685450256;
;US-UT;2001;p0p100;947251.625;;954936.0;0.7515296936;1.238769412;;1.0;1.0;0.3631632924;
;US-UT;2000;p0p100;935676.0;;941941.0;0.7347952127;1.2406071424;;1.0;1.0;0.3614366651;
;US-UT;1999;p0p100;887623.1875;;919417.0;0.7184196711;1.2302194834;;1.0;1.0;0.3772855997;
;US-UT;1998;p0p100;865552.8125;;896348.0;0.7082802653;1.2326472998;;1.0;1.0;0.3762110472;
;US-UT;1997;p0p100;834956.6875;;875651.0;0.7006801367;1.232254982;;1.0;1.0;0.3748629391;
;US-UT;1996;p0p100;794888.125;;847478.0;0.688826859;1.2088310719;;1.0;1.0;0.3924251497;
;US-UT;1995;p0p100;776205.5625;;812611.0;0.6764978766;1.2180724144;;1.0;1.0;0.4256479144;
;US-UT;1994;p0p100;763312.5;;781588.0;0.6626616716;;;1.0;1.0;0.4993232191;
;US-UT;1993;p0p100;729033.4375;;747636.0;0.64887923;;;1.0;1.0;0.6194413304;
;US-UT;1992;p0p100;709191.1875;;729628.0;0.6337777972;;;1.0;1.0;0.7676845193;
;US-UT;1991;p0p100;682779.8125;;710687.0;0.6196454167;;;1.0;1.0;0.8222076297;
;US-UT;1990;p0p100;664424.8125;;682128.0;0.5997613072;;;1.0;1.0;0.8252539039;
;US-UT;1989;p0p100;638721.125;;661441.0;0.5782889724;;;1.0;1.0;0.9015800357;
;US-UT;1988;p0p100;619863.5;;633791.0;0.5566461682;;;1.0;1.0;1.0285832882;
;US-UT;1987;p0p100;626111.1875;;619398.0;0.5377940536;;;1.0;1.0;1.1488677263;
;US-UT;1986;p0p100;616791.125;;598429.0;0.524953723;;;1.0;1.0;1.1998178959;
;US-UT;1985;p0p100;605938.125;;590385.6875;0.5145182014;;;1.0;1.0;1.2409015894;
;US-UT;1984;p0p100;595545.6875;;577487.3125;0.4985733032;;;1.0;1.0;1.2306629419;
;US-UT;1983;p0p100;585491.8125;;559379.6875;0.4814707339;;;1.0;1.0;1.1731731892;
;US-UT;1982;p0p100;580249.25;;534538.0;0.4632197618;;;1.0;1.0;1.1410177946;
;US-UT;1981;p0p100;540489.6875;;553101.0;0.4366059899;;;1.0;1.0;1.0903964043;
;US-UT;1980;p0p100;525420.6875;;539149.0;0.399116993;;;1.0;1.0;1.0109244585;
;US-UT;1979;p0p100;508366.3125;;528263.0;0.3660068512;;;1.0;1.0;0.9860848188;
