Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-WY;1944;p0p100;115925.304688;;78948.0;0.0902230665;;;1.0;;;
;US-WY;1943;p0p100;115250.828125;;78909.0;0.0881233886;;;1.0;;;
;US-WY;1942;p0p100;114353.09375;;67973.0;0.0841214508;;;1.0;;;
;US-WY;1941;p0p100;113779.28125;;48629.0;0.0776699111;;;1.0;;;
;US-WY;1940;p0p100;113325.671875;;28936.0;0.0728873089;;;1.0;;;
;US-WY;1939;p0p100;110984.710938;;13963.0;0.0722233132;;;1.0;;;
;US-WY;1938;p0p100;108844.382812;;11988.0;0.0731385574;;;1.0;;;
;US-WY;1937;p0p100;106787.90625;;12531.0;0.0745024458;;;1.0;;;
;US-WY;1936;p0p100;104955.3125;;11024.0;0.0718643889;;;1.0;;;
;US-WY;1935;p0p100;103128.984375;;9029.0;0.0710029826;;;1.0;;;
;US-WY;1934;p0p100;101275.234375;;7519.0;0.0696032047;;;1.0;;;
;US-WY;1933;p0p100;99518.1484375;;7061.0;0.0663639754;;;1.0;;;
;US-WY;1932;p0p100;97835.5;;7421.0;0.0681944638;;;1.0;;;
;US-WY;1931;p0p100;96132.7421875;;6376.0;0.076970011;;;1.0;;;
;US-WY;1930;p0p100;94334.578125;;7183.0;0.0854135603;;;1.0;;;
;US-WY;1929;p0p100;93550.578125;;8436.0;0.0888322517;;;1.0;;;
;US-WY;1928;p0p100;92791.984375;;8622.0;0.0885895565;;;1.0;;;
;US-WY;1927;p0p100;91852.90625;;8870.0;0.089317672;;;1.0;;;
;US-WY;1926;p0p100;90772.9453125;;8930.0;0.0908953026;;;1.0;;;
;US-WY;1925;p0p100;89733.125;;10336.0;0.0904098675;;;1.0;;;
;US-WY;1924;p0p100;88561.9375;;22947.0;0.0888322517;;;1.0;;;
;US-WY;1923;p0p100;87033.78125;;23246.0;0.0887715742;;;1.0;;;
;US-WY;1922;p0p100;85697.2578125;;21943.0;0.0862837657;;;1.0;;;
;US-WY;1921;p0p100;84649.84375;;22413.0;0.0928369835;;;1.0;;;
