Variable Code;country;year;perc;npopul992t;npopul999i;ntaxre992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;US-MD;1978;p0p100;1778640.875;;1757431.0;0.33810094;;;1.0;1.0;0.9547064304;
;US-MD;1977;p0p100;1737216.25;;1701574.0;0.315928787;;;1.0;1.0;0.9135241508;
;US-MD;1976;p0p100;1697800.25;;1655299.0;0.2975162268;;;1.0;1.0;0.8714398146;
;US-MD;1975;p0p100;1660334.5;;1679807.0;0.2820289731;;;1.0;1.0;0.8604028821;
;US-MD;1974;p0p100;1623236.375;;1660106.0;0.2580621839;;;1.0;1.0;0.7967916131;
;US-MD;1973;p0p100;1588233.0;;1634308.0;0.2368501127;;;1.0;1.0;0.7372254133;
;US-MD;1972;p0p100;1553463.25;;1609345.0;0.2246379256;;;1.0;1.0;0.7126262784;
;US-MD;1971;p0p100;1517792.0;;1511663.0;0.2153150141;;;1.0;1.0;0.6847807765;
;US-MD;1970;p0p100;1480171.875;;1473760.0;0.2049063742;;;1.0;1.0;0.672759831;
;US-MD;1969;p0p100;1440892.875;;1638200.0;0.1946323365;;;1.0;1.0;0.6523371339;
;US-MD;1968;p0p100;1405239.5;;1602925.0;0.1855068803;;;1.0;1.0;0.6194906235;
;US-MD;1967;p0p100;1370123.625;;1562469.0;0.1779426634;;;1.0;1.0;0.6002780199;
;US-MD;1966;p0p100;1334628.0;;1645185.0;0.1729178131;;;1.0;1.0;0.5991725326;
;US-MD;1965;p0p100;1299139.625;;1377564.0;0.1681890637;;;1.0;1.0;0.5878564715;
;US-MD;1964;p0p100;1263343.25;;1413264.0;0.165165171;;;1.0;1.0;0.6169885993;
;US-MD;1963;p0p100;1226782.5;;1341431.0;0.1626706868;;;1.0;1.0;0.6245597005;
;US-MD;1962;p0p100;1190637.0;;1285332.75;0.1608581692;;;1.0;1.0;0.5787657499;
;US-MD;1961;p0p100;1154376.25;;1273332.625;0.1589020491;;;1.0;1.0;0.5063357949;
;US-MD;1960;p0p100;1117831.75;;1186618.0;0.1571702808;;;1.0;1.0;0.6174277663;
;US-MD;1959;p0p100;1100163.375;;1147383.0;0.1550257355;;;1.0;;0.6377097964;
;US-MD;1958;p0p100;1081584.625;;1147038.0;0.152988866;;;1.0;;0.6633341312;
;US-MD;1957;p0p100;1063079.25;;1177889.0;0.149516359;;;1.0;;0.7038274407;
;US-MD;1956;p0p100;1043223.625;;1190659.0;0.1444735378;;;1.0;;0.6517068744;
;US-MD;1955;p0p100;1023843.625;;1142863.0;0.1396730095;;;1.0;;0.6540765762;
;US-MD;1954;p0p100;1004690.875;;1084152.0;0.1376989633;;;1.0;;0.653101325;
;US-MD;1953;p0p100;985763.1875;;1220258.0;0.136299178;;;1.0;;0.6625382304;
;US-MD;1952;p0p100;967975.125;;1240098.0;0.1345584542;;;1.0;;0.7204616666;
;US-MD;1951;p0p100;949779.8125;;1309272.0;0.1316781193;;;1.0;;;
;US-MD;1950;p0p100;931877.4375;;1162059.0;0.1233422235;;;1.0;;;
;US-MD;1949;p0p100;908312.875;;1104645.0;0.122229591;;;1.0;;;
;US-MD;1948;p0p100;887956.6875;;958698.0;0.1222924143;;;1.0;;;
;US-MD;1947;p0p100;867914.5;;960602.0;0.115778029;;;1.0;;;
;US-MD;1946;p0p100;846497.25;;918281.0;0.1041131839;;;1.0;;;
;US-MD;1945;p0p100;832727.6875;;873857.0;0.0924932137;;;1.0;;;
;US-MD;1944;p0p100;818509.875;;867185.0;0.0902230665;;;1.0;;;
;US-MD;1943;p0p100;803529.375;;840308.0;0.0881233886;;;1.0;;;
;US-MD;1942;p0p100;787258.9375;;716953.0;0.0841214508;;;1.0;;;
;US-MD;1941;p0p100;773472.5;;507429.0;0.0776699111;;;1.0;;;
;US-MD;1940;p0p100;760714.875;;285813.0;0.0728873089;;;1.0;;;
;US-MD;1939;p0p100;745645.4375;;161061.0;0.0722233132;;;1.0;;;
;US-MD;1938;p0p100;731898.5;;135941.0;0.0731385574;;;1.0;;;
;US-MD;1937;p0p100;718691.4375;;134150.0;0.0745024458;;;1.0;;;
;US-MD;1936;p0p100;706969.125;;106570.0;0.0718643889;;;1.0;;;
;US-MD;1935;p0p100;695268.1875;;93825.0;0.0710029826;;;1.0;;;
;US-MD;1934;p0p100;683361.4375;;85735.0;0.0696032047;;;1.0;;;
;US-MD;1933;p0p100;672086.375;;78891.0;0.0663639754;;;1.0;;;
;US-MD;1932;p0p100;661294.4375;;85845.0;0.0681944638;;;1.0;;;
;US-MD;1931;p0p100;650347.3125;;63241.0;0.076970011;;;1.0;;;
;US-MD;1930;p0p100;638734.6875;;70104.0;0.0854135603;;;1.0;;;
;US-MD;1929;p0p100;632750.125;;69720.0;0.0888322517;;;1.0;;;
;US-MD;1928;p0p100;626949.3125;;65258.0039062;0.0885895565;;;1.0;;;
;US-MD;1927;p0p100;619942.0;;65099.0;0.089317672;;;1.0;;;
;US-MD;1926;p0p100;611999.1875;;67160.0;0.0908953026;;;1.0;;;
;US-MD;1925;p0p100;604342.875;;66152.0;0.0904098675;;;1.0;;;
;US-MD;1924;p0p100;595818.4375;;126226.0;0.0888322517;;;1.0;;;
;US-MD;1923;p0p100;584912.5;;127770.0;0.0887715742;;;1.0;;;
;US-MD;1922;p0p100;575315.6875;;110896.0;0.0862837657;;;1.0;;;
;US-MD;1921;p0p100;567677.4375;;112963.0;0.0928369835;;;1.0;;;
